id,processid,in_node,type_robot,msg,msg_del_dup,out_true,type,type_combine
3529,benrenshoucui,3.2,询问今日能否还款,我忘了我一会还马上就完,我忘了我一会还马上就完,5.1,同意今日还款,yes
3530,df,3.2,询问今日能否还款,我说十分钟以后就还上了,我说十分钟以后就还上了,5.1,同意今日还款,yes
3531,df,3.2,询问今日能否还款,哦哦今天我处理吧,哦今天我处理吧,5.1,同意今日还款,yes
3532,df,3.2,询问今日能否还款,我今天晚上我就给你打过来,我今天晚上我就给你打过来,5.1,同意今日还款,yes
3533,RESC,3.2,询问今日能否还款,我赶紧给处理,我赶紧给处理,5.1,同意今日还款,yes
3534,df,3.2,询问今日能否还款,等一下我再重置,等一下我再重置,5.1,同意今日还款,yes
3535,benrenshoucui,3.2,询问今日能否还款,哦我我今天就还款啊,哦我今天就还款啊,5.1,同意今日还款,yes
3536,benrenshoucui,3.2,询问今日能否还款,可以今天直接从里扣就可以了,可以今天直接从里扣就可以了,5.1,同意今日还款,yes
3537,df,3.2,询问今日能否还款,我知道我下午给你上学充当这个建议呢,我知道我下午给你上学充当这个建议呢,5.1,同意今日还款,yes
3538,benrenshoucui,3.2,询问今日能否还款,对那这样啊,对那这样啊,5.1,同意今日还款,yes
3539,df,3.2,询问今日能否还款,哦我问尽快尽快我尽快处理好好好知道我知道我尽快处理好谢谢谢谢,哦我问尽快我尽快处理好好好知道我知道我尽快处理好谢谢,5.1,同意今日还款,yes
3540,benrenshoucui,3.2,询问今日能否还款,我已经跟你说过了我知道我今天下午去处理,我已经跟你说过了我知道我今天下午去处理,5.1,同意今日还款,yes
3541,benrenshoucui,3.2,询问今日能否还款,两点钟处理,两点钟处理,5.1,同意今日还款,yes
3542,benrenshoucui,3.2,询问今日能否还款,知道今天晚上还,知道今天晚上还,5.1,同意今日还款,yes
3543,df,3.2,询问今日能否还款,啊我现在马上给你转啊,啊我现在马上给你转啊,5.1,同意今日还款,yes
3544,benrenshoucui,3.2,询问今日能否还款,可以可以谢谢谢谢,可以谢谢,5.1,同意今日还款,yes
3545,df,3.2,询问今日能否还款,啊我知道我今天还,啊我知道我今天还,5.1,同意今日还款,yes
3546,df,3.2,询问今日能否还款,哦我知道了我尽快我尽快存钱进去好吧我知道了,哦我知道了我尽快我尽快存钱进去好吧我知道了,5.1,同意今日还款,yes
3547,benrenshoucui,3.2,询问今日能否还款,尽快换上,尽快换上,5.1,同意今日还款,yes
3548,benrenshoucui,3.2,询问今日能否还款,今天到上打上面扣啊,今天到上打上面扣啊,5.1,同意今日还款,yes
3549,RESC,3.2,询问今日能否还款,哦好的我现在处理,哦好的我现在处理,5.1,同意今日还款,yes
3550,benrenshoucui,3.2,询问今日能否还款,嗯一会一会处理啊,嗯一会处理啊,5.1,同意今日还款,yes
3551,RESC,3.2,询问今日能否还款,哦听听到想今天晚上请你尽量去出名,哦听听到想今天晚上请你尽量去出名,5.1,同意今日还款,yes
3552,benrenshoucui,3.2,询问今日能否还款,啊今天晚上吧,啊今天晚上吧,5.1,同意今日还款,yes
3553,benrenshoucui,3.2,询问今日能否还款,啊我那个一会就把那个贷款还上了,啊我那个一会就把那个贷款还上了,5.1,同意今日还款,yes
3554,df,3.2,询问今日能否还款,今天就可以了,今天就可以了,5.1,同意今日还款,yes
3555,benrenshoucui,3.2,询问今日能否还款,呃知道今天晚上就还上去了,呃知道今天晚上就还上去了,5.1,同意今日还款,yes
3556,df,3.2,询问今日能否还款,哦哦我知道一个还上去了,哦我知道一个还上去了,5.1,同意今日还款,yes
3557,df,3.2,询问今日能否还款,这个尽快处理吗,这个尽快处理吗,5.1,同意今日还款,yes
3558,df,3.2,询问今日能否还款,那那我现在就去现在就话我给我那个忘了,那我现在就去现在就话我给我那个忘了,5.1,同意今日还款,yes
3559,df,3.2,询问今日能否还款,哦知道知道我忘记了我今天下午等一下说预存上去好吧,哦知道我忘记了我今天下午等一下说预存上去好吧,5.1,同意今日还款,yes
3560,benrenshoucui,3.2,询问今日能否还款,哎呀我一会还了不就完了,哎呀我一会还了不就完了,5.1,同意今日还款,yes
3561,benrenshoucui,3.2,询问今日能否还款,哦哦我现在就去银行处理一下,哦我现在就去银行处理一下,5.1,同意今日还款,yes
3562,RESC,3.2,询问今日能否还款,嗯我我今天尽量吧,嗯我今天尽量吧,5.1,同意今日还款,yes
3563,RESC,3.2,询问今日能否还款,嗯我我我尽快好吗,嗯我尽快好吗,5.1,同意今日还款,yes
3564,df,3.2,询问今日能否还款,啊我知道我我马上把搞定,啊我知道我马上把搞定,5.1,同意今日还款,yes
3565,benrenshoucui,3.2,询问今日能否还款,好我可能忘了我现在存,好我可能忘了我现在存,5.1,同意今日还款,yes
3566,benrenshoucui,3.2,询问今日能否还款,啊知道今天把它钱花了好吧,啊知道今天把它钱花了好吧,5.1,同意今日还款,yes
3567,benrenshoucui,3.2,询问今日能否还款,哦我我我这马上处理一下,哦我这马上处理一下,5.1,同意今日还款,yes
3568,df,3.2,询问今日能否还款,哦知道知道我会马上处理的比较了解,哦知道我会马上处理的比较了解,5.1,同意今日还款,yes
3569,df,3.2,询问今日能否还款,下午可以吗,下午可以吗,5.1,同意今日还款,yes
3570,benrenshoucui,3.2,询问今日能否还款,今天晚上吧,今天晚上吧,5.1,同意今日还款,yes
3571,df,3.2,询问今日能否还款,嗯行我马上,嗯行我马上,5.1,同意今日还款,yes
3572,df,3.2,询问今日能否还款,因为今天晚上晚上,因为今天晚上,5.1,同意今日还款,yes
3573,benrenshoucui,3.2,询问今日能否还款,嗯嗯好像可以,嗯好像可以,5.1,同意今日还款,yes
3574,benrenshoucui,3.2,询问今日能否还款,我刚走我刚知道下午的时候给您打过去,我刚走我刚知道下午的时候给您打过去,5.1,同意今日还款,yes
3575,df,3.2,询问今日能否还款,知道啊但是今天我存进去了,知道啊但是今天我存进去了,5.1,同意今日还款,yes
3576,df,3.2,询问今日能否还款,我今天能处理啊,我今天能处理啊,5.1,同意今日还款,yes
3577,df,3.2,询问今日能否还款,今天就就,今天就,5.1,同意今日还款,yes
3578,benrenshoucui,3.2,询问今日能否还款,啊我今天就把它办好好吧,啊我今天就把它办好好吧,5.1,同意今日还款,yes
3579,df,3.2,询问今日能否还款,嗯八六我会尽快处理,嗯八六我会尽快处理,5.1,同意今日还款,yes
3580,benrenshoucui,3.2,询问今日能否还款,哦好好我知道我马上那个,哦好好我知道我马上那个,5.1,同意今日还款,yes
3581,benrenshoucui,3.2,询问今日能否还款,哦今天晚上就完了,哦今天晚上就完了,5.1,同意今日还款,yes
3582,benrenshoucui,3.2,询问今日能否还款,嗯嗯好的今天十五号每个月每个月还还款日十五号啊我知道我现在就还了,嗯好的今天十五号每个月每个月还还款日十五号啊我知道我现在就还了,5.1,同意今日还款,yes
3583,RESC,3.2,询问今日能否还款,哎呦利今天再还,哎呦利今天再还,5.1,同意今日还款,yes
3584,benrenshoucui,3.2,询问今日能否还款,嗯嗯什么什么方法,嗯什么方法,5.1,同意今日还款,yes
3585,df,3.2,询问今日能否还款,可以啊啊晚上就存进去啊,可以啊晚上就存进去啊,5.1,同意今日还款,yes
3586,df,3.2,询问今日能否还款,嗯我不知道我忘了可能忘记忘记存款的稍微等一下我重新存进去了好吧,嗯我不知道我忘了可能忘记存款的稍微等一下我重新存进去了好吧,5.1,同意今日还款,yes
3587,benrenshoucui,3.2,询问今日能否还款,啊可以可以麻烦我就存啊,啊可以麻烦我就存啊,5.1,同意今日还款,yes
3588,df,3.2,询问今日能否还款,哦哦我还没有收到自己解哈晚上嘛没事没事我来转账出去,哦我还没有收到自己解哈晚上嘛没事我来转账出去,5.1,同意今日还款,yes
3589,benrenshoucui,3.2,询问今日能否还款,哦是等一下我就充进去,哦是等一下我就充进去,5.1,同意今日还款,yes
3590,benrenshoucui,3.2,询问今日能否还款,我现在来处理呀,我现在来处理呀,5.1,同意今日还款,yes
3591,df,3.2,询问今日能否还款,哦好好吧马上马上我刚刚从外地开车回来刚刚到家我把它存多存进去,哦好好吧马上我刚刚从外地开车回来刚刚到家我把它存多存进去,5.1,同意今日还款,yes
3592,benrenshoucui,3.2,询问今日能否还款,不说了今天吗,不说了今天吗,5.1,同意今日还款,yes
3593,df,3.2,询问今日能否还款,今天都可以我知道我知道我这都去了,今天都可以我知道我这都去了,5.1,同意今日还款,yes
3594,df,3.2,询问今日能否还款,忘了忘了我我今天停电就还上了,忘了忘了我今天停电就还上了,5.1,同意今日还款,yes
3595,benrenshoucui,3.2,询问今日能否还款,嗯嗯看到了知道的我今天下午就基本上存档,嗯看到了知道的我今天下午就基本上存档,5.1,同意今日还款,yes
3596,df,3.2,询问今日能否还款,我知道我一会去管,我知道我一会去管,5.1,同意今日还款,yes
3597,benrenshoucui,3.2,询问今日能否还款,哎今天,哎今天,5.1,同意今日还款,yes
3598,benrenshoucui,3.2,询问今日能否还款,哦好我下午就处理的好好嗯嗯,哦好我下午就处理的好好嗯,5.1,同意今日还款,yes
3599,benrenshoucui,3.2,询问今日能否还款,哦等一下过去,哦等一下过去,5.1,同意今日还款,yes
3600,benrenshoucui,3.2,询问今日能否还款,今天可以不是这个不是是不是那个浦发银行的,今天可以不是这个不是是不是那个浦发银行的,5.1,同意今日还款,yes
3601,df,3.2,询问今日能否还款,我把它还过去,我把它还过去,5.1,同意今日还款,yes
3602,benrenshoucui,3.2,询问今日能否还款,行行行马上,行行行马上,5.1,同意今日还款,yes
3603,df,3.2,询问今日能否还款,我我没看信息啊要不你等一下扣吧我把钱存上去,我没看信息啊要不你等一下扣吧我把钱存上去,5.1,同意今日还款,yes
3604,df,3.2,询问今日能否还款,哦忘记了现在就出来呀,哦忘记了现在就出来呀,5.1,同意今日还款,yes
3605,df,3.2,询问今日能否还款,我也可以马上就到我今天才发工作,我也可以马上就到我今天才发工作,5.1,同意今日还款,yes
3606,benrenshoucui,3.2,询问今日能否还款,嗯嗯好行啊,嗯好行啊,5.1,同意今日还款,yes
3607,benrenshoucui,3.2,询问今日能否还款,哦哦好晚上去村你的吗,哦好晚上去村你的吗,5.1,同意今日还款,yes
3608,df,3.2,询问今日能否还款,我知道了我知道了等一下我马上就给你给你继续,我知道了等一下我马上就给你给你继续,5.1,同意今日还款,yes
3609,benrenshoucui,3.2,询问今日能否还款,啊知道我现在下午下午搞,啊知道我现在下午搞,5.1,同意今日还款,yes
3610,df,3.2,询问今日能否还款,哦今天今天啊,哦今天啊,5.1,同意今日还款,yes
3611,df,3.2,询问今日能否还款,哦哦忘记了忘记了号好我马上换马上回来,哦忘记了忘记了号好我马上换马上回来,5.1,同意今日还款,yes
3612,benrenshoucui,3.2,询问今日能否还款,啊今天还上,啊今天还上,5.1,同意今日还款,yes
3613,benrenshoucui,3.2,询问今日能否还款,毕竟晚上我就放进去,毕竟晚上我就放进去,5.1,同意今日还款,yes
3614,RESC,3.2,询问今日能否还款,知道了我会尽快去处理的,知道了我会尽快去处理的,5.1,同意今日还款,yes
3615,benrenshoucui,3.2,询问今日能否还款,哦行行行我马上还掉,哦行行行我马上还掉,5.1,同意今日还款,yes
3616,benrenshoucui,3.2,询问今日能否还款,嗯对你可以,嗯对你可以,5.1,同意今日还款,yes
3617,benrenshoucui,3.2,询问今日能否还款,知道啊我下午下午我那边打钱昨天我没顾上,知道啊我下午我那边打钱昨天我没顾上,5.1,同意今日还款,yes
3618,benrenshoucui,3.2,询问今日能否还款,哦今天晚上今天,哦今天晚上今天,5.1,同意今日还款,yes
3619,benrenshoucui,3.2,询问今日能否还款,哦好的我知道了今天处理啊,哦好的我知道了今天处理啊,5.1,同意今日还款,yes
3620,df,3.2,询问今日能否还款,我知道了我知道了我现在就给他存上,我知道了我现在就给他存上,5.1,同意今日还款,yes
3621,df,3.2,询问今日能否还款,啊晚上可以,啊晚上可以,5.1,同意今日还款,yes
3622,RESC,3.2,询问今日能否还款,我才知道我马上就还,我才知道我马上就还,5.1,同意今日还款,yes
3623,benrenshoucui,3.2,询问今日能否还款,哦我们现在马上把进去啊,哦我们现在马上把进去啊,5.1,同意今日还款,yes
3624,benrenshoucui,3.2,询问今日能否还款,哎呀我今天,哎呀我今天,5.1,同意今日还款,yes
3625,benrenshoucui,3.2,询问今日能否还款,哎可以可以可以我就我就去,哎可以我就我就去,5.1,同意今日还款,yes
3626,benrenshoucui,3.2,询问今日能否还款,哦我忘了忘了我今天把它还上去,哦我忘了忘了我今天把它还上去,5.1,同意今日还款,yes
3627,benrenshoucui,3.2,询问今日能否还款,啊我马上处理,啊我马上处理,5.1,同意今日还款,yes
3628,df,3.2,询问今日能否还款,明天呐可以啊我就说我今天晚上下班就去了处理好了你,明天呐可以啊我就说我今天晚上下班就去了处理好了你,5.1,同意今日还款,yes
3629,benrenshoucui,3.2,询问今日能否还款,可以啊待会儿现在我这边忙着没输这这两天我忘记了,可以啊待会儿现在我这边忙着没输这两天我忘记了,5.1,同意今日还款,yes
3630,benrenshoucui,3.2,询问今日能否还款,啊今天能处理,啊今天能处理,5.1,同意今日还款,yes
3631,df,3.2,询问今日能否还款,晚上肯定去,晚上肯定去,5.1,同意今日还款,yes
3632,benrenshoucui,3.2,询问今日能否还款,马上半个小时以后,马上半个小时以后,5.1,同意今日还款,yes
3633,df,3.2,询问今日能否还款,啊我今天还上,啊我今天还上,5.1,同意今日还款,yes
3634,benrenshoucui,3.2,询问今日能否还款,然后我会在今天还款的我的我的车贷是么你说的是呃,然后我会在今天还款的我的我的车贷是么你说的是呃,5.1,同意今日还款,yes
3635,df,3.2,询问今日能否还款,哦我这个我忘了我马上转过去这个它会不会自动扣款,哦我这个我忘了我马上转过去这个它会不会自动扣款,5.1,同意今日还款,yes
3636,benrenshoucui,3.2,询问今日能否还款,他知道我马上受理啊,他知道我马上受理啊,5.1,同意今日还款,yes
3637,benrenshoucui,3.2,询问今日能否还款,我知道我再今天我往回赶嘛我今天下午就把这个钱交上了,我知道我再今天我往回赶嘛我今天下午就把这个钱交上了,5.1,同意今日还款,yes
3638,benrenshoucui,3.2,询问今日能否还款,哦知道知道知道我今天晚上处理,哦知道我今天晚上处理,5.1,同意今日还款,yes
3639,benrenshoucui,3.2,询问今日能否还款,能还上我我问你我说话你能听得懂吗,能还上我问你我说话你能听得懂吗,5.1,同意今日还款,yes
3640,benrenshoucui,3.2,询问今日能否还款,哦我忘记了忘记了今天就还进去,哦我忘记了忘记了今天就还进去,5.1,同意今日还款,yes
3641,benrenshoucui,3.2,询问今日能否还款,可以可以可以马上我马上就转账,可以马上我马上就转账,5.1,同意今日还款,yes
3642,df,3.2,询问今日能否还款,哦马上马上转进去,哦马上马上转进去,5.1,同意今日还款,yes
3643,df,3.2,询问今日能否还款,啊我知道了马上回来好不好啊,啊我知道了马上回来好不好啊,5.1,同意今日还款,yes
3644,benrenshoucui,3.2,询问今日能否还款,然后我真的不好意思我那个我现在那个我一会马上就把钱转过去哈因为这几天号码啊,然后我真的不好意思我那个我现在那个我一会马上就把钱转过去哈因为这几天号码啊,5.1,同意今日还款,yes
3645,benrenshoucui,3.2,询问今日能否还款,哦马上解决马上就扣哇,哦马上解决马上就扣哇,5.1,同意今日还款,yes
3646,df,3.2,询问今日能否还款,啊我知道今天之内就就可以转过去了今天之内,啊我知道今天之内就可以转过去了今天之内,5.1,同意今日还款,yes
3647,benrenshoucui,3.2,询问今日能否还款,呃我知道我我今天下午停电一下,呃我知道我今天下午停电一下,5.1,同意今日还款,yes
3648,benrenshoucui,3.2,询问今日能否还款,哦我知道然后那个前两天没发短信我忘了我一会就那个处理一下,哦我知道然后那个前两天没发短信我忘了我一会就那个处理一下,5.1,同意今日还款,yes
3649,benrenshoucui,3.2,询问今日能否还款,我出差在外地今天晚上到家,我出差在外地今天晚上到家,5.1,同意今日还款,yes
3650,benrenshoucui,3.2,询问今日能否还款,哦这个知道因为我就今天那个才才到账然后今天下午才能还,哦这个知道因为我就今天那个才到账然后今天下午才能还,5.1,同意今日还款,yes
3651,benrenshoucui,3.2,询问今日能否还款,嗯嗯知道我我待会儿下下下我们班么我拿查我我就去存进去,嗯知道我待会儿下下下我们班么我拿查我就去存进去,5.1,同意今日还款,yes
3652,df,3.2,询问今日能否还款,不知道我现在还差不多,不知道我现在还差不多,5.1,同意今日还款,yes
3653,benrenshoucui,3.2,询问今日能否还款,今天是吧今天应该可以应该啊,今天是吧今天应该可以应该啊,5.1,同意今日还款,yes
3654,benrenshoucui,3.2,询问今日能否还款,我尽快还,我尽快还,5.1,同意今日还款,yes
3655,benrenshoucui,3.2,询问今日能否还款,哦那这样啊我我查一下信息卡来信息以后我马上打进去好吧,哦那这样啊我我查一下信息卡来信息以后我马上打进去好吧,5.1,同意今日还款,yes
3656,benrenshoucui,3.2,询问今日能否还款,嗯今天下午开始给他处理啊,嗯今天下午开始给他处理啊,5.1,同意今日还款,yes
3657,benrenshoucui,3.2,询问今日能否还款,啊尽快吧,啊尽快吧,5.1,同意今日还款,yes
3658,df,3.2,询问今日能否还款,恩好我尽快处理了,恩好我尽快处理了,5.1,同意今日还款,yes
3659,benrenshoucui,3.2,询问今日能否还款,呃处理还款没问题,呃处理还款没问题,5.1,同意今日还款,yes
3660,benrenshoucui,3.2,询问今日能否还款,可以我现在在家里面出去出去过转,可以我现在在家里面出去过转,5.1,同意今日还款,yes
3661,benrenshoucui,3.2,询问今日能否还款,嗯嗯今天晚,嗯今天晚,5.1,同意今日还款,yes
3662,df,3.2,询问今日能否还款,那晚上我就,那晚上我就,5.1,同意今日还款,yes
3663,benrenshoucui,3.2,询问今日能否还款,嗯嗯差不多我现在在外地考察那我晚上吧玩耍那边的那个可以处理,嗯差不多我现在在外地考察那我晚上吧玩耍那边的那个可以处理,5.1,同意今日还款,yes
3664,benrenshoucui,3.2,询问今日能否还款,嗯知道收到信息我今天,嗯知道收到信息我今天,5.1,同意今日还款,yes
3665,benrenshoucui,3.2,询问今日能否还款,啊今天可以可以可以能可以,啊今天可以能可以,5.1,同意今日还款,yes
3666,benrenshoucui,3.2,询问今日能否还款,知道我今天处理,知道我今天处理,5.1,同意今日还款,yes
3667,benrenshoucui,3.2,询问今日能否还款,今天今天七点晚上七点钟可以吗,今天七点晚上七点钟可以吗,5.1,同意今日还款,yes
3668,benrenshoucui,3.2,询问今日能否还款,哦马上马上就可以你看,哦马上就可以你看,5.1,同意今日还款,yes
3669,benrenshoucui,3.2,询问今日能否还款,哦今天可以的,哦今天可以的,5.1,同意今日还款,yes
3670,df,3.2,询问今日能否还款,恩好的待会儿我我我那个那个存进去,恩好的待会儿我那个存进去,5.1,同意今日还款,yes
3671,df,3.2,询问今日能否还款,一会我这个转那个账户听到马上你们就可以提过去了好,一会我这个转那个账户听到马上你们就可以提过去了好,5.1,同意今日还款,yes
3672,df,3.2,询问今日能否还款,哦我等一下晚上我再打打进的卡里面也要让你们沟通去,哦我等一下晚上我再打打进的卡里面也要让你们沟通去,5.1,同意今日还款,yes
3673,df,3.2,询问今日能否还款,可以啊我一会儿就转转到那卡里面忘了,可以啊我一会儿就转转到那卡里面忘了,5.1,同意今日还款,yes
3674,df,3.2,询问今日能否还款,嗯对对对今晚上今晚上,嗯对今晚上今晚上,5.1,同意今日还款,yes
3675,df,3.2,询问今日能否还款,啊知道今天存上嗯,啊知道今天存上嗯,5.1,同意今日还款,yes
3676,df,3.2,询问今日能否还款,有印象马上晚上,有印象马上晚上,5.1,同意今日还款,yes
3677,df,3.2,询问今日能否还款,可以呀可以我等一下我哦,可以呀可以我等一下我哦,5.1,同意今日还款,yes
3678,df,3.2,询问今日能否还款,那今天,那今天,5.1,同意今日还款,yes
3679,benrenshoucui,3.2,询问今日能否还款,哦行知道我我知道十六块五十五十兆没用我这忙忘了晚上我回去就就把它还了哦,哦行知道我我知道十六块五十五十兆没用我这忙忘了晚上我回去就把它还了哦,5.1,同意今日还款,yes
3680,benrenshoucui,3.2,询问今日能否还款,哦我昨天忘记了我等会我今天下午的时候去存一下,哦我昨天忘记了我等会我今天下午的时候去存一下,5.1,同意今日还款,yes
3681,df,3.2,询问今日能否还款,那我马上给你转啊马上去我马上,那我马上给你转啊马上去我马上,5.1,同意今日还款,yes
3682,benrenshoucui,3.2,询问今日能否还款,你下午吧,你下午吧,5.1,同意今日还款,yes
3683,benrenshoucui,3.2,询问今日能否还款,知道知道我现在我这个我们这个卡上转钱的,知道我现在我这个我们这个卡上转钱的,5.1,同意今日还款,yes
3684,benrenshoucui,3.2,询问今日能否还款,下午下午,下午,5.1,同意今日还款,yes
3685,benrenshoucui,3.2,询问今日能否还款,啊可以还那个交易还款,啊可以还那个交易还款,5.1,同意今日还款,yes
3686,benrenshoucui,3.2,询问今日能否还款,嗯你挂掉你等一下就好了但你待会儿我等一下就还进去了,嗯你挂掉你等一下就好了但你待会儿我等一下就还进去了,5.1,同意今日还款,yes
3687,RESC,3.2,询问今日能否还款,可以可以可以处理还款好的,可以处理还款好的,5.1,同意今日还款,yes
3688,benrenshoucui,3.2,询问今日能否还款,嗯知道知道我今天的就存钱也就打开会因为今天得去,嗯知道我今天的就存钱也就打开会因为今天得去,5.1,同意今日还款,yes
3689,df,3.2,询问今日能否还款,哦哦知道今天型,哦知道今天型,5.1,同意今日还款,yes
3690,benrenshoucui,3.2,询问今日能否还款,那下午,那下午,5.1,同意今日还款,yes
3691,benrenshoucui,3.2,询问今日能否还款,我知道我晚上晚上就还,我知道我晚上就还,5.1,同意今日还款,yes
3692,benrenshoucui,3.2,询问今日能否还款,哦我现在他现在清好吧,哦我现在他现在清好吧,5.1,同意今日还款,yes
3693,benrenshoucui,3.2,询问今日能否还款,我晚上处理完,我晚上处理完,5.1,同意今日还款,yes
3694,benrenshoucui,3.2,询问今日能否还款,我知道我知道我今天把钱存到里面去,我知道我今天把钱存到里面去,5.1,同意今日还款,yes
3695,benrenshoucui,3.2,询问今日能否还款,哦知道我今天处理好吧,哦知道我今天处理好吧,5.1,同意今日还款,yes
3696,df,3.2,询问今日能否还款,我说我马上存进去就行了吧忘记了,我说我马上存进去就行了吧忘记了,5.1,同意今日还款,yes
3697,benrenshoucui,3.2,询问今日能否还款,你晚上再扣,你晚上再扣,5.1,同意今日还款,yes
3698,benrenshoucui,3.2,询问今日能否还款,嗯嗯我知道我下午大概下午六点之前吧,嗯我知道我下午大概下午六点之前吧,5.1,同意今日还款,yes
3699,benrenshoucui,3.2,询问今日能否还款,哦最近可能忘记看信息了嗯晚上晚上弄一下啊谢谢,哦最近可能忘记看信息了嗯晚上弄一下啊谢谢,5.1,同意今日还款,yes
3700,benrenshoucui,3.2,询问今日能否还款,啊今天可以的,啊今天可以的,5.1,同意今日还款,yes
3701,df,3.2,询问今日能否还款,好嘞好再见我往的话能不能我马上还进去,好嘞好再见我往的话能不能我马上还进去,5.1,同意今日还款,yes
3702,df,3.2,询问今日能否还款,那我现在转进去,那我现在转进去,5.1,同意今日还款,yes
3703,df,3.2,询问今日能否还款,啊知道了知道了我等一下等一下晚上把钱存进去我忘了,啊知道了我等一下晚上把钱存进去我忘了,5.1,同意今日还款,yes
3704,benrenshoucui,3.2,询问今日能否还款,下午下午都换上下午,下午都换上下午,5.1,同意今日还款,yes
3705,df,3.2,询问今日能否还款,哦知道马上还款吗还款啊马上啊好不好,哦知道马上还款吗还款啊马上啊好不好,5.1,同意今日还款,yes
3706,benrenshoucui,3.2,询问今日能否还款,六点钟之前百分之百处理好好吧,六点钟之前百分之百处理好好吧,5.1,同意今日还款,yes
3707,benrenshoucui,3.2,询问今日能否还款,嗯嗯今天充了可以,嗯今天充了可以,5.1,同意今日还款,yes
3708,benrenshoucui,3.2,询问今日能否还款,哦哦哦我知道了吗等一会呢,哦哦哦我知道了吗等一会呢,5.1,同意今日还款,yes
3709,RESC,3.2,询问今日能否还款,嗯嗯知道你知道我今天处理,嗯知道你知道我今天处理,5.1,同意今日还款,yes
3710,benrenshoucui,3.2,询问今日能否还款,你不知道呃该等下我现在就交钱交了,你不知道呃该等下我现在就交钱交了,5.1,同意今日还款,yes
3711,df,3.2,询问今日能否还款,我知道尽快处理五点之前好,我知道尽快处理五点之前好,5.1,同意今日还款,yes
3712,benrenshoucui,3.2,询问今日能否还款,今天的呗,今天的呗,5.1,同意今日还款,yes
3713,benrenshoucui,3.2,询问今日能否还款,我行那我那我那我现在我弄一下嗯好,我行那我那我那我现在我弄一下嗯好,5.1,同意今日还款,yes
3714,df,3.2,询问今日能否还款,到知道我我好像这样不是我那个钱那个钱还没到现汇好像马上发过去了,到知道我好像这样不是我那个钱那个钱还没到现汇好像马上发过去了,5.1,同意今日还款,yes
3715,benrenshoucui,3.2,询问今日能否还款,那就是尽快把它还清是吧,那就是尽快把它还清是吧,5.1,同意今日还款,yes
3716,benrenshoucui,3.2,询问今日能否还款,我知道我知道我今天给弄好吧嗯,我知道我今天给弄好吧嗯,5.1,同意今日还款,yes
3717,benrenshoucui,3.2,询问今日能否还款,今天可以扣,今天可以扣,5.1,同意今日还款,yes
3718,df,3.2,询问今日能否还款,哦知道了一会儿搞进去了对,哦知道了一会儿搞进去了对,5.1,同意今日还款,yes
3719,df,3.2,询问今日能否还款,对我给你打,对我给你打,5.1,同意今日还款,yes
3720,benrenshoucui,3.2,询问今日能否还款,我今天还,我今天还,5.1,同意今日还款,yes
3721,benrenshoucui,3.2,询问今日能否还款,马上还款,马上还款,5.1,同意今日还款,yes
3722,benrenshoucui,3.2,询问今日能否还款,嗯真正两种都可以没问题,嗯真正两种都可以没问题,5.1,同意今日还款,yes
3723,benrenshoucui,3.2,询问今日能否还款,嗯今天可以呀,嗯今天可以呀,5.1,同意今日还款,yes
3724,benrenshoucui,3.2,询问今日能否还款,我忘记了我今天要等一下今天晚上把换掉,我忘记了我今天要等一下今天晚上把换掉,5.1,同意今日还款,yes
3725,df,3.2,询问今日能否还款,哦还一下,哦还一下,5.1,同意今日还款,yes
3726,benrenshoucui,3.2,询问今日能否还款,五七八我知道我马上处理我忘记了可以吗,五七八我知道我马上处理我忘记了可以吗,5.1,同意今日还款,yes
3727,df,3.2,询问今日能否还款,知道跟因为刚才好像我那个银行卡里用了一点钱然后后面我就差一点点钱我现在充上去的应该今天应该能搞那好的我充钱充上去,知道跟因为刚才好像我那个银行卡里用了一点钱然后后面我就差一点点钱我现在充上去的应该今天应该能搞那好的我充钱充上去,5.1,同意今日还款,yes
3728,benrenshoucui,3.2,询问今日能否还款,哦哦我今天今天,哦我今天,5.1,同意今日还款,yes
3729,df,3.2,询问今日能否还款,我今天就可以做呀,我今天就可以做呀,5.1,同意今日还款,yes
3730,benrenshoucui,3.2,询问今日能否还款,告诉我下午打过来了你这个人怎么搞的,告诉我下午打过来了你这个人怎么搞的,5.1,同意今日还款,yes
3731,df,3.2,询问今日能否还款,哦哦那我马上就,哦那我马上就,5.1,同意今日还款,yes
3732,benrenshoucui,3.2,询问今日能否还款,啊我今天肯定处理了,啊我今天肯定处理了,5.1,同意今日还款,yes
3733,RESC,3.2,询问今日能否还款,我我不知道啊马上我马上给打进去过来我刚才没注意,我不知道啊马上我马上给打进去过来我刚才没注意,5.1,同意今日还款,yes
3734,RESC,3.2,询问今日能否还款,嗯我进步尽快好吗我尽量今天晚上,嗯我进步尽快好吗我尽量今天晚上,5.1,同意今日还款,yes
3735,df,3.2,询问今日能否还款,啊我知道我知道那个我今天晚上明天扣扣里,啊我知道那个我今天晚上明天扣扣里,5.1,同意今日还款,yes
3736,df,3.2,询问今日能否还款,啊我知道我下午就打了电话给打上,啊我知道我下午就打了电话给打上,5.1,同意今日还款,yes
3737,benrenshoucui,3.2,询问今日能否还款,马上马上马上处理,马上处理,5.1,同意今日还款,yes
3738,benrenshoucui,3.2,询问今日能否还款,行我今天就处理,行我今天就处理,5.1,同意今日还款,yes
3739,benrenshoucui,3.2,询问今日能否还款,等我下午华夏,等我下午华夏,5.1,同意今日还款,yes
