id,processid,in_node,type_robot,msg,msg_del_dup,out_true,type,type_combine
1793,benrenshoucui,4.2,询问明日能否还款,哎哟喂我马上换,哎哟喂我马上换,6.1,同意今日还款,yes
1794,benrenshoucui,4.2,询问明日能否还款,今天能办,今天能办,6.1,同意今日还款,yes
1795,df,4.2,询问明日能否还款,现在知道现在我现在转过去,现在知道现在我现在转过去,6.1,同意今日还款,yes
1796,benrenshoucui,4.2,询问明日能否还款,啊对对对好的不好意思我现在还上,啊对好的不好意思我现在还上,6.1,同意今日还款,yes
1797,benrenshoucui,4.2,询问明日能否还款,行行好嘞,行行好嘞,6.1,同意今日还款,yes
1798,benrenshoucui,4.2,询问明日能否还款,今天能处理问题,今天能处理问题,6.1,同意今日还款,yes
1799,RESC,4.2,询问明日能否还款,嗯嗯我尽量我尽量我尽量,嗯我尽量我尽量我尽量,6.1,同意今日还款,yes
1800,benrenshoucui,4.2,询问明日能否还款,我知道我一会还了,我知道我一会还了,6.1,同意今日还款,yes
1801,df,4.2,询问明日能否还款,哦我知道我今天晚上,哦我知道我今天晚上,6.1,同意今日还款,yes
1802,benrenshoucui,4.2,询问明日能否还款,啊我给忘了不好意思我今天今天一会还好吧,啊我给忘了不好意思我今天一会还好吧,6.1,同意今日还款,yes
1803,benrenshoucui,4.2,询问明日能否还款,哦好的好的我现在就看好的好的谢谢啊,哦好的我现在就看好的好的谢谢啊,6.1,同意今日还款,yes
1804,benrenshoucui,4.2,询问明日能否还款,哦好吧可以可以可以可以嗯十二点钟之前还,哦好吧可以嗯十二点钟之前还,6.1,同意今日还款,yes
1805,benrenshoucui,4.2,询问明日能否还款,我今天今天,我今天,6.1,同意今日还款,yes
1806,df,4.2,询问明日能否还款,今天可以明天可以,今天可以明天可以,6.1,同意今日还款,yes
1807,df,4.2,询问明日能否还款,嗯晚上,嗯晚上,6.1,同意今日还款,yes
1808,RESC,4.2,询问明日能否还款,嗯我知道然后我会尽快,嗯我知道然后我会尽快,6.1,同意今日还款,yes
1809,df,4.2,询问明日能否还款,我我就去存,我就去存,6.1,同意今日还款,yes
1810,df,4.2,询问明日能否还款,那那好好好一会儿我给你打哈,那好好好一会儿我给你打哈,6.1,同意今日还款,yes
1811,RESC,4.2,询问明日能否还款,那个我今天今天去处理这个事好吧,那个我今天去处理这个事好吧,6.1,同意今日还款,yes
1812,df,4.2,询问明日能否还款,哦我忘了花蕊望他欢乐有影响好我处理我赶快处理,哦我忘了花蕊望他欢乐有影响好我处理我赶快处理,6.1,同意今日还款,yes
1813,benrenshoucui,4.2,询问明日能否还款,就是哦,就是哦,6.1,同意今日还款,yes
1814,df,4.2,询问明日能否还款,哦知道知道啊我这两天我就为打到里面去,哦知道啊我这两天我就为打到里面去,6.1,同意今日还款,yes
1815,df,4.2,询问明日能否还款,你们能我等一下就打进去,你们能我等一下就打进去,6.1,同意今日还款,yes
1816,benrenshoucui,4.2,询问明日能否还款,今天没问题今天,今天没问题今天,6.1,同意今日还款,yes
1817,benrenshoucui,4.2,询问明日能否还款,今天能还款,今天能还款,6.1,同意今日还款,yes
1818,benrenshoucui,4.2,询问明日能否还款,好的我知道我知道我下午弄上去好不好,好的我知道我下午弄上去好不好,6.1,同意今日还款,yes
1819,df,4.2,询问明日能否还款,嗯嗯今天应该可以今天要不需要要要弄吧就是明天明天正好,嗯今天应该可以今天要不需要要弄吧就是明天正好,6.1,同意今日还款,yes
1820,benrenshoucui,4.2,询问明日能否还款,知道知道马上还,知道马上还,6.1,同意今日还款,yes
1821,df,4.2,询问明日能否还款,您现在一个还款会给你,您现在一个还款会给你,6.1,同意今日还款,yes
1822,df,4.2,询问明日能否还款,能听懂吗半个小时之内就给你还上,能听懂吗半个小时之内就给你还上,6.1,同意今日还款,yes
1823,benrenshoucui,4.2,询问明日能否还款,嗯对对对我忘了这个你好忘了马上还,嗯对我忘了这个你好忘了马上还,6.1,同意今日还款,yes
1824,df,4.2,询问明日能否还款,你今天呢,你今天呢,6.1,同意今日还款,yes
1825,benrenshoucui,4.2,询问明日能否还款,哦哦知道知道今天上午就给打,哦知道今天上午就给打,6.1,同意今日还款,yes
1826,benrenshoucui,4.2,询问明日能否还款,钱是都能还上,钱是都能还上,6.1,同意今日还款,yes
1827,df,4.2,询问明日能否还款,哎我我我忘了行我现在马上就存吗,哎我忘了行我现在马上就存吗,6.1,同意今日还款,yes
1828,benrenshoucui,4.2,询问明日能否还款,哦知道知道忘了忘了我忘了一点存进去啥玩意点,哦知道忘了忘了我忘了一点存进去啥玩意点,6.1,同意今日还款,yes
1829,df,4.2,询问明日能否还款,哦今天可以了,哦今天可以了,6.1,同意今日还款,yes
1830,df,4.2,询问明日能否还款,能能能今天就能处理好吧,能能能今天就能处理好吧,6.1,同意今日还款,yes
1831,benrenshoucui,4.2,询问明日能否还款,你说那肯定能啦,你说那肯定能啦,6.1,同意今日还款,yes
1832,benrenshoucui,4.2,询问明日能否还款,我知道了我一会转过来噢忘了,我知道了我一会转过来噢忘了,6.1,同意今日还款,yes
1833,benrenshoucui,4.2,询问明日能否还款,我我跟你说今天打过电话了我今天晚上就我就存上因为我存错卡了你知道不,我跟你说今天打过电话了我今天晚上就我就存上因为我存错卡了你知道不,6.1,同意今日还款,yes
1834,RESC,4.2,询问明日能否还款,那晚上,那晚上,6.1,同意今日还款,yes
1835,df,4.2,询问明日能否还款,哦哦我知道知道我嗯等一下安排过去好吧,哦我知道知道我嗯等一下安排过去好吧,6.1,同意今日还款,yes
1836,benrenshoucui,4.2,询问明日能否还款,可以可以马上还进去搞忘了,可以马上还进去搞忘了,6.1,同意今日还款,yes
1837,benrenshoucui,4.2,询问明日能否还款,晚上六点,晚上六点,6.1,同意今日还款,yes
1838,df,4.2,询问明日能否还款,上午,上午,6.1,同意今日还款,yes
1839,benrenshoucui,4.2,询问明日能否还款,今天你对,今天你对,6.1,同意今日还款,yes
1840,benrenshoucui,4.2,询问明日能否还款,可以可以的明白上飞机前搞定给你就可以了,可以的明白上飞机前搞定给你就可以了,6.1,同意今日还款,yes
1841,df,4.2,询问明日能否还款,幺幺我会还的啊,幺我会还的啊,6.1,同意今日还款,yes
1842,df,4.2,询问明日能否还款,我这个转上,我这个转上,6.1,同意今日还款,yes
1843,benrenshoucui,4.2,询问明日能否还款,哦我一会就那个打过去了,哦我一会就那个打过去了,6.1,同意今日还款,yes
1844,benrenshoucui,4.2,询问明日能否还款,我今天还吗,我今天还吗,6.1,同意今日还款,yes
1845,df,4.2,询问明日能否还款,好的好的好的嗯好好好我马上把,好的嗯好好好我马上把,6.1,同意今日还款,yes
1846,benrenshoucui,4.2,询问明日能否还款,啊好的我现在就还马上吧,啊好的我现在就还马上吧,6.1,同意今日还款,yes
1847,benrenshoucui,4.2,询问明日能否还款,我马上还,我马上还,6.1,同意今日还款,yes
1848,benrenshoucui,4.2,询问明日能否还款,哦今天可以可以可以我是给忘了就昨天还款的五月五号还款但是我忘了然后没钱进去,哦今天可以我是给忘了就昨天还款的五月五号还款但是我忘了然后没钱进去,6.1,同意今日还款,yes
1849,benrenshoucui,4.2,询问明日能否还款,尽快,尽快,6.1,同意今日还款,yes
1850,benrenshoucui,4.2,询问明日能否还款,啊我给忘了我我这边马上打,啊我给忘了我这边马上打,6.1,同意今日还款,yes
1851,benrenshoucui,4.2,询问明日能否还款,我今天能看打上去,我今天能看打上去,6.1,同意今日还款,yes
1852,df,4.2,询问明日能否还款,嗯嗯我等一下过去转进去就可以了,嗯我等一下过去转进去就可以了,6.1,同意今日还款,yes
1853,df,4.2,询问明日能否还款,啊我知道但是我我可以下班晚上去转吗,啊我知道但是我可以下班晚上去转吗,6.1,同意今日还款,yes
1854,benrenshoucui,4.2,询问明日能否还款,没有能能,没有能能,6.1,同意今日还款,yes
1855,benrenshoucui,4.2,询问明日能否还款,我不知道也忘了忘了我现在现在现在还,我不知道也忘了忘了我现在还,6.1,同意今日还款,yes
1856,df,4.2,询问明日能否还款,啊嗯不不耽误你今天晚上转款啊,啊嗯不耽误你今天晚上转款啊,6.1,同意今日还款,yes
1857,benrenshoucui,4.2,询问明日能否还款,我不知道我我今天还呀,我不知道我今天还呀,6.1,同意今日还款,yes
1858,df,4.2,询问明日能否还款,啊行我知道了我安排好吧,啊行我知道了我安排好吧,6.1,同意今日还款,yes
1859,df,4.2,询问明日能否还款,哎哎知道了知道了我等一下就村问题,哎知道了我等一下就村问题,6.1,同意今日还款,yes
1860,df,4.2,询问明日能否还款,哦我等下今天就能处理,哦我等下今天就能处理,6.1,同意今日还款,yes
1861,RESC,4.2,询问明日能否还款,嗯尽快尽快,嗯尽快,6.1,同意今日还款,yes
1862,df,4.2,询问明日能否还款,哦哦这个不知道等一下我看一下好吧,哦这个不知道等一下我看一下好吧,6.1,同意今日还款,yes
1863,benrenshoucui,4.2,询问明日能否还款,你说我们今天能还,你说我们今天能还,6.1,同意今日还款,yes
1864,RESC,4.2,询问明日能否还款,哦我忘记了等一下我还进去吧,哦我忘记了等一下我还进去吧,6.1,同意今日还款,yes
1865,df,4.2,询问明日能否还款,我可以说我在转款你怎么听不懂我,我可以说我在转款你怎么听不懂我,6.1,同意今日还款,yes
1866,df,4.2,询问明日能否还款,啊我一会就还还不行啊,啊我一会就还不行啊,6.1,同意今日还款,yes
1867,benrenshoucui,4.2,询问明日能否还款,哦我搞忘了我下午弄一下好吧,哦我搞忘了我下午弄一下好吧,6.1,同意今日还款,yes
1868,df,4.2,询问明日能否还款,哦号好我知道我等一下查了处理掉好吧我看一下等一下,哦号好我知道我等一下查了处理掉好吧我看一下等一下,6.1,同意今日还款,yes
1869,benrenshoucui,4.2,询问明日能否还款,我说不知道我知道我说我现在把钱转进去我忘了,我说不知道我知道我说我现在把钱转进去我忘了,6.1,同意今日还款,yes
1870,df,4.2,询问明日能否还款,今天我下班再说吧,今天我下班再说吧,6.1,同意今日还款,yes
1871,df,4.2,询问明日能否还款,晚上就可以,晚上就可以,6.1,同意今日还款,yes
1872,benrenshoucui,4.2,询问明日能否还款,我今天存上我今天,我今天存上我今天,6.1,同意今日还款,yes
1873,df,4.2,询问明日能否还款,啊我现在,啊我现在,6.1,同意今日还款,yes
1874,benrenshoucui,4.2,询问明日能否还款,哦不知道我马上转过去了,哦不知道我马上转过去了,6.1,同意今日还款,yes
1875,benrenshoucui,4.2,询问明日能否还款,我现在就处理今天的行道个这是晚上晚上你们扣款了好吧,我现在就处理今天的行道个这是晚上你们扣款了好吧,6.1,同意今日还款,yes
1876,benrenshoucui,4.2,询问明日能否还款,没问题下午五点,没问题下午五点,6.1,同意今日还款,yes
1877,benrenshoucui,4.2,询问明日能否还款,嗯今天应该可以,嗯今天应该可以,6.1,同意今日还款,yes
1878,df,4.2,询问明日能否还款,嗯应该知道但是我现在吃饭马上就去哈,嗯应该知道但是我现在吃饭马上就去哈,6.1,同意今日还款,yes
1879,benrenshoucui,4.2,询问明日能否还款,我现在我行,我现在我行,6.1,同意今日还款,yes
1880,df,4.2,询问明日能否还款,我马上啊,我马上啊,6.1,同意今日还款,yes
1881,df,4.2,询问明日能否还款,啊啊那我就处理一下,啊那我就处理一下,6.1,同意今日还款,yes
1882,benrenshoucui,4.2,询问明日能否还款,啊好好好谢谢啊就,啊好好好谢谢啊就,6.1,同意今日还款,yes
1883,benrenshoucui,4.2,询问明日能否还款,是啊大概五点钟之前吧,是啊大概五点钟之前吧,6.1,同意今日还款,yes
1884,df,4.2,询问明日能否还款,现在要打进去,现在要打进去,6.1,同意今日还款,yes
1885,benrenshoucui,4.2,询问明日能否还款,你好你回复也没注意马上我这边教教给你转过,你好你回复也没注意马上我这边教教给你转过,6.1,同意今日还款,yes
1886,df,4.2,询问明日能否还款,哦忘记了我等一下给他充了,哦忘记了我等一下给他充了,6.1,同意今日还款,yes
1887,df,4.2,询问明日能否还款,我等一下就还进去,我等一下就还进去,6.1,同意今日还款,yes
1888,df,4.2,询问明日能否还款,嗯嗯知道知道知道嗯我今天晚上把钱转过来打卡上了啊,嗯知道嗯我今天晚上把钱转过来打卡上了啊,6.1,同意今日还款,yes
1889,benrenshoucui,4.2,询问明日能否还款,哦今天才发六的我知道我是我上面有两千九个零零零零七块对对对看看十多块我一会我还不上,哦今天才发六的我知道我是我上面有两千九个零零七块对看看十多块我一会我还不上,6.1,同意今日还款,yes
1890,df,4.2,询问明日能否还款,那可以跟他晚上,那可以跟他晚上,6.1,同意今日还款,yes
1891,benrenshoucui,4.2,询问明日能否还款,哦知道我知道我等一下存钱进去呢,哦知道我知道我等一下存钱进去呢,6.1,同意今日还款,yes
1892,df,4.2,询问明日能否还款,呃对对我知道我现在在上班我等会下班我就去转过去可以吗,呃对我知道我现在在上班我等会下班我就去转过去可以吗,6.1,同意今日还款,yes
1893,benrenshoucui,4.2,询问明日能否还款,啊今天应该可以你在下午呃两点半左右看一下吧,啊今天应该可以你在下午呃两点半左右看一下吧,6.1,同意今日还款,yes
1894,benrenshoucui,4.2,询问明日能否还款,好我知道我一会下午还吧好吧,好我知道我一会下午还吧好吧,6.1,同意今日还款,yes
1895,benrenshoucui,4.2,询问明日能否还款,好可以我等一下转过去噢噢,好可以我等一下转过去噢,6.1,同意今日还款,yes
1896,benrenshoucui,4.2,询问明日能否还款,到了知道了知道了知道了,到了知道了,6.1,同意今日还款,yes
1897,benrenshoucui,4.2,询问明日能否还款,说吧知道我今天会处理哈,说吧知道我今天会处理哈,6.1,同意今日还款,yes
1898,benrenshoucui,4.2,询问明日能否还款,哦但我一会看看我让他我我让他自动转过去就行了吗,哦但我一会看看我让他我让他自动转过去就行了吗,6.1,同意今日还款,yes
1899,df,4.2,询问明日能否还款,我来处理今天吧,我来处理今天吧,6.1,同意今日还款,yes
1900,benrenshoucui,4.2,询问明日能否还款,哦我在路上了我一会给你办你们完了你们在村口一下啊,哦我在路上了我一会给你办你们完了你们在村口一下啊,6.1,同意今日还款,yes
1901,benrenshoucui,4.2,询问明日能否还款,今天晚上今天晚上还进去,今天晚上今天晚上还进去,6.1,同意今日还款,yes
1902,df,4.2,询问明日能否还款,啊不会不会我现在马上还我我现在马上还一下我现在马上还一下,啊不会我现在马上还我现在马上还一下我现在马上还一下,6.1,同意今日还款,yes
1903,df,4.2,询问明日能否还款,对对哦马上我一会我一会办理这个事好吧,对哦马上我一会我一会办理这个事好吧,6.1,同意今日还款,yes
1904,benrenshoucui,4.2,询问明日能否还款,请今天呢,请今天呢,6.1,同意今日还款,yes
1905,benrenshoucui,4.2,询问明日能否还款,我给我这个不是这个是我知道我等一下就存上去了王了,我给我这个不是这个是我知道我等一下就存上去了王了,6.1,同意今日还款,yes
1906,benrenshoucui,4.2,询问明日能否还款,今天可以,今天可以,6.1,同意今日还款,yes
1907,benrenshoucui,4.2,询问明日能否还款,可以今天今天可,可以今天可,6.1,同意今日还款,yes
1908,df,4.2,询问明日能否还款,好的好的马上处理,好的马上处理,6.1,同意今日还款,yes
1909,df,4.2,询问明日能否还款,哦不知道今天会存钱进去,哦不知道今天会存钱进去,6.1,同意今日还款,yes
1910,benrenshoucui,4.2,询问明日能否还款,哦那我知道我现在我就去存,哦那我知道我现在我就去存,6.1,同意今日还款,yes
1911,df,4.2,询问明日能否还款,恒今天下午今天下午,恒今天下午,6.1,同意今日还款,yes
1912,benrenshoucui,4.2,询问明日能否还款,能能能能一会一会,能能能一会,6.1,同意今日还款,yes
1913,df,4.2,询问明日能否还款,嗯下午就会了下午下午,嗯下午就会了下午,6.1,同意今日还款,yes
1914,benrenshoucui,4.2,询问明日能否还款,啊等一下换掉了,啊等一下换掉了,6.1,同意今日还款,yes
1915,benrenshoucui,4.2,询问明日能否还款,哦行那今天我就给它转过去吧,哦行那今天我就给它转过去吧,6.1,同意今日还款,yes
1916,benrenshoucui,4.2,询问明日能否还款,今天能坏,今天能坏,6.1,同意今日还款,yes
1917,df,4.2,询问明日能否还款,知道知道了知道了我下午给你做过来,知道知道了我下午给你做过来,6.1,同意今日还款,yes
1918,df,4.2,询问明日能否还款,哦知道是我我我马上就还了,哦知道是我马上就还了,6.1,同意今日还款,yes
1919,benrenshoucui,4.2,询问明日能否还款,啊今天今天会应该,啊今天会应该,6.1,同意今日还款,yes
1920,RESC,4.2,询问明日能否还款,啊知道我正在还好吧,啊知道我正在还好吧,6.1,同意今日还款,yes
1921,benrenshoucui,4.2,询问明日能否还款,知道我正在处理着呢,知道我正在处理着呢,6.1,同意今日还款,yes
1922,df,4.2,询问明日能否还款,你看今天回去的话今天晚上给你们过去今天过不去的话密码,你看今天回去的话今天晚上给你们过去今天过不去的话密码,6.1,同意今日还款,yes
1923,benrenshoucui,4.2,询问明日能否还款,啊我看一下有的话我就办一,啊我看一下有的话我就办一,6.1,同意今日还款,yes
1924,benrenshoucui,4.2,询问明日能否还款,可以的可以现在我已经,可以的可以现在我已经,6.1,同意今日还款,yes
1925,df,4.2,询问明日能否还款,啊我知道我忘了明天收到短信我说往里车然后忘了我今天存进去了呀,啊我知道我忘了明天收到短信我说往里车然后忘了我今天存进去了呀,6.1,同意今日还款,yes
1926,df,4.2,询问明日能否还款,嗯今天晚上就能到账,嗯今天晚上就能到账,6.1,同意今日还款,yes
1927,benrenshoucui,4.2,询问明日能否还款,今天今天可以可以,今天可以,6.1,同意今日还款,yes
1928,benrenshoucui,4.2,询问明日能否还款,我我也不知道反正我马上还,我也不知道反正我马上还,6.1,同意今日还款,yes
1929,df,4.2,询问明日能否还款,可以可以我马上去看一下而且邮局发一下啊,可以我马上去看一下而且邮局发一下啊,6.1,同意今日还款,yes
1930,benrenshoucui,4.2,询问明日能否还款,等一下把钱存进去,等一下把钱存进去,6.1,同意今日还款,yes
1931,df,4.2,询问明日能否还款,等一下会存进去,等一下会存进去,6.1,同意今日还款,yes
1932,df,4.2,询问明日能否还款,哦我知道我现在正在弄了,哦我知道我现在正在弄了,6.1,同意今日还款,yes
1933,RESC,4.2,询问明日能否还款,哎我查一下如果是没还款我就尽快还款呢好吧嗯,哎我查一下如果是没还款我就尽快还款呢好吧嗯,6.1,同意今日还款,yes
1934,benrenshoucui,4.2,询问明日能否还款,刚里面打电话了马上就换过去啊,刚里面打电话了马上就换过去啊,6.1,同意今日还款,yes
1935,df,4.2,询问明日能否还款,啊麻烦你一会一会一会处理了,啊麻烦你一会处理了,6.1,同意今日还款,yes
1936,df,4.2,询问明日能否还款,今天几点钟之前存进去,今天几点钟之前存进去,6.1,同意今日还款,yes
1937,df,4.2,询问明日能否还款,应该今天晚上转账取现啊,应该今天晚上转账取现啊,6.1,同意今日还款,yes
1938,benrenshoucui,4.2,询问明日能否还款,我知道我知道我我我我是我自己火车这个问题够了嘛我就去那就今天把它输入账号好吧,我知道我是我自己火车这个问题够了嘛我就去那就今天把它输入账号好吧,6.1,同意今日还款,yes
1939,benrenshoucui,4.2,询问明日能否还款,啊待会下午处理好不好,啊待会下午处理好不好,6.1,同意今日还款,yes
1940,df,4.2,询问明日能否还款,我知道那是你那个他不是说五点之前,我知道那是你那个他不是说五点之前,6.1,同意今日还款,yes
1941,benrenshoucui,4.2,询问明日能否还款,啊一会给你处理完了最后再有事呢开个小问题,啊一会给你处理完了最后再有事呢开个小问题,6.1,同意今日还款,yes
1942,benrenshoucui,4.2,询问明日能否还款,嗯可以可以嗯嗯,嗯可以嗯,6.1,同意今日还款,yes
1943,benrenshoucui,4.2,询问明日能否还款,啊对我告诉你是一会我就把这事办了,啊对我告诉你是一会我就把这事办了,6.1,同意今日还款,yes
1944,df,4.2,询问明日能否还款,哦可以的今天今天,哦可以的今天,6.1,同意今日还款,yes
1945,RESC,4.2,询问明日能否还款,我就今天,我就今天,6.1,同意今日还款,yes
1946,df,4.2,询问明日能否还款,哦我不清楚呃我尽快处理马上处理,哦我不清楚呃我尽快处理马上处理,6.1,同意今日还款,yes
1947,benrenshoucui,4.2,询问明日能否还款,还有有有今天我今天我下午就处理一下我把那四个忘记了啊我姓听到吗,还有有今天我今天我下午就处理一下我把那四个忘记了啊我姓听到吗,6.1,同意今日还款,yes
1948,benrenshoucui,4.2,询问明日能否还款,哦我我这两天忙没没有二三差不多给他存上啊,哦我这两天忙没没有二三差不多给他存上啊,6.1,同意今日还款,yes
1949,benrenshoucui,4.2,询问明日能否还款,啊我知道今天处理啊,啊我知道今天处理啊,6.1,同意今日还款,yes
1950,benrenshoucui,4.2,询问明日能否还款,嗯嗯对对对我我那个一会儿转账,嗯对我那个一会儿转账,6.1,同意今日还款,yes
1951,df,4.2,询问明日能否还款,啊你明天下午扣了吗我今天等一下就处理,啊你明天下午扣了吗我今天等一下就处理,6.1,同意今日还款,yes
1952,benrenshoucui,4.2,询问明日能否还款,知道知道今天我会还,知道今天我会还,6.1,同意今日还款,yes
1953,df,4.2,询问明日能否还款,我等一下就去还呀,我等一下就去还呀,6.1,同意今日还款,yes
1954,df,4.2,询问明日能否还款,啊可以可以我马上马上,啊可以我马上,6.1,同意今日还款,yes
1955,benrenshoucui,4.2,询问明日能否还款,我知道呀我不是刚才跟你说了嘛我已经收到了我今天上午在忙我待会去处理一下你听我,我知道呀我不是刚才跟你说了嘛我已经收到了我今天上午在忙我待会去处理一下你听我,6.1,同意今日还款,yes
1956,df,4.2,询问明日能否还款,今天今天晚上我我就把钱存到卡里面,今天晚上我就把钱存到卡里面,6.1,同意今日还款,yes
1957,benrenshoucui,4.2,询问明日能否还款,啊好好好感谢到您或者根本怎么处理帮卡您今天的今天我叫他处理,啊好好好感谢到您或者根本怎么处理帮卡您今天的今天我叫他处理,6.1,同意今日还款,yes
1958,benrenshoucui,4.2,询问明日能否还款,下午就打钱呀,下午就打钱呀,6.1,同意今日还款,yes
1959,benrenshoucui,4.2,询问明日能否还款,哦我今天存上就行了,哦我今天存上就行了,6.1,同意今日还款,yes
1960,benrenshoucui,4.2,询问明日能否还款,哦下午哦下午给你还,哦下午哦下午给你还,6.1,同意今日还款,yes
1961,df,4.2,询问明日能否还款,知道知道我今天处理,知道我今天处理,6.1,同意今日还款,yes
1962,benrenshoucui,4.2,询问明日能否还款,可以全部打上了呀,可以全部打上了呀,6.1,同意今日还款,yes
1963,df,4.2,询问明日能否还款,哦今天下午今天下午啊今天下午马上就到了我忘记了,哦今天下午啊今天下午马上就到了我忘记了,6.1,同意今日还款,yes
1964,benrenshoucui,4.2,询问明日能否还款,我知道我知道了等一下下给他华夏,我知道我知道了等一下下给他华夏,6.1,同意今日还款,yes
1965,benrenshoucui,4.2,询问明日能否还款,我问完了我尽快马上给他还进去啊,我问完了我尽快马上给他还进去啊,6.1,同意今日还款,yes
1966,benrenshoucui,4.2,询问明日能否还款,好了我才知道了我都,好了我才知道了我都,6.1,同意今日还款,yes
1967,benrenshoucui,4.2,询问明日能否还款,好考虑好嘞好嘞好的好的,好考虑好嘞好的,6.1,同意今日还款,yes
1968,RESC,4.2,询问明日能否还款,嗯尽快吧嗯今天我在确认那个嗯尽快吧,嗯尽快吧嗯今天我在确认那个嗯尽快吧,6.1,同意今日还款,yes
1969,RESC,4.2,询问明日能否还款,我在打,我在打,6.1,同意今日还款,yes
1970,benrenshoucui,4.2,询问明日能否还款,你今天可以,你今天可以,6.1,同意今日还款,yes
1971,df,4.2,询问明日能否还款,知道了知道了这一两天处理好吗,知道了这一两天处理好吗,6.1,同意今日还款,yes
1972,df,4.2,询问明日能否还款,在外面出差九点之前,在外面出差九点之前,6.1,同意今日还款,yes
1973,df,4.2,询问明日能否还款,莫笑纳今天今天晚上可以还但是那东西旁边笑咨询一个问题可以吗,莫笑纳今天晚上可以还但是那东西旁边笑咨询一个问题可以吗,6.1,同意今日还款,yes
1974,df,4.2,询问明日能否还款,可以吗马上马上马上马上马上二,可以吗马上二,6.1,同意今日还款,yes
1975,benrenshoucui,4.2,询问明日能否还款,哎好嘞好好,哎好嘞好好,6.1,同意今日还款,yes
1976,df,4.2,询问明日能否还款,知道我说我我现在还我现在我尽是什么时候昨天都去吧,知道我说我现在还我现在我尽是什么时候昨天都去吧,6.1,同意今日还款,yes
1977,benrenshoucui,4.2,询问明日能否还款,那我已经尽力钱还进去你等一下就扣就可以了,那我已经尽力钱还进去你等一下就扣就可以了,6.1,同意今日还款,yes
1978,benrenshoucui,4.2,询问明日能否还款,哦我看一下吧下午就能处理,哦我看一下吧下午就能处理,6.1,同意今日还款,yes
1979,df,4.2,询问明日能否还款,哦哦今天到期是吧哦行我等一下去处理一下啊我开恩,哦今天到期是吧哦行我等一下去处理一下啊我开恩,6.1,同意今日还款,yes
1980,df,4.2,询问明日能否还款,下班了好吗嗯,下班了好吗嗯,6.1,同意今日还款,yes
1981,df,4.2,询问明日能否还款,啊能能我等一会儿到银行去,啊能我等一会儿到银行去,6.1,同意今日还款,yes
1982,df,4.2,询问明日能否还款,现在现在准备打了打了打了打了,现在准备打了打了打了打了,6.1,同意今日还款,yes
1983,df,4.2,询问明日能否还款,哦我知道我知道我今天今天去把它处理,哦我知道我今天去把它处理,6.1,同意今日还款,yes
1984,df,4.2,询问明日能否还款,我知道我以为我我现在就把钱放进去,我知道我以为我现在就把钱放进去,6.1,同意今日还款,yes
1985,benrenshoucui,4.2,询问明日能否还款,啊都忘了那我马上就能自己马上就到账,啊都忘了那我马上就能自己马上就到账,6.1,同意今日还款,yes
1986,df,4.2,询问明日能否还款,等一下我马上处理,等一下我马上处理,6.1,同意今日还款,yes
1987,benrenshoucui,4.2,询问明日能否还款,哦我就会处理的好吧谢谢,哦我就会处理的好吧谢谢,6.1,同意今日还款,yes
1988,df,4.2,询问明日能否还款,今天下午呢,今天下午呢,6.1,同意今日还款,yes
1989,benrenshoucui,4.2,询问明日能否还款,我知道我知道我等一下吧我等下过去,我知道我等一下吧我等下过去,6.1,同意今日还款,yes
1990,df,4.2,询问明日能否还款,哦晚上,哦晚上,6.1,同意今日还款,yes
1991,df,4.2,询问明日能否还款,我知道我我是说我这人在外地我今年回来晚一点把钱打进去,我知道我是说我这人在外地我今年回来晚一点把钱打进去,6.1,同意今日还款,yes
1992,benrenshoucui,4.2,询问明日能否还款,啊忘了今天今天好吧,啊忘了今天好吧,6.1,同意今日还款,yes
1993,df,4.2,询问明日能否还款,啊可以可以可以可以我等会啊把钱转到了不,啊可以我等会啊把钱转到了不,6.1,同意今日还款,yes
1994,RESC,4.2,询问明日能否还款,好好好我尽快好,好好好我尽快好,6.1,同意今日还款,yes
1995,df,4.2,询问明日能否还款,现在用处理好的好我说我今天就能处理,现在用处理好的好我说我今天就能处理,6.1,同意今日还款,yes
1996,df,4.2,询问明日能否还款,哦我忘记掉了我忘记了我来我来把我能穿上去,哦我忘记掉了我忘记了我来我来把我能穿上去,6.1,同意今日还款,yes
1997,benrenshoucui,4.2,询问明日能否还款,嗯今天可以,嗯今天可以,6.1,同意今日还款,yes
1998,df,4.2,询问明日能否还款,我昨天忘了等一下从应该不影响什么东西呢,我昨天忘了等一下从应该不影响什么东西呢,6.1,同意今日还款,yes
1999,df,4.2,询问明日能否还款,我今天可以可以我就说你要等一下不用退,我今天可以我就说你要等一下不用退,6.1,同意今日还款,yes
2000,benrenshoucui,4.2,询问明日能否还款,我不知道我忙我我我马上做,我不知道我忙我马上做,6.1,同意今日还款,yes
2001,benrenshoucui,4.2,询问明日能否还款,嗯今天已经处理,嗯今天已经处理,6.1,同意今日还款,yes
2002,benrenshoucui,4.2,询问明日能否还款,啊我也忘了我也忘了我真的我今天安排存上我忘了这些,啊我也忘了我也忘了我真的我今天安排存上我忘了这些,6.1,同意今日还款,yes
2003,df,4.2,询问明日能否还款,啊今天今天今天可以吧今天下午啊,啊今天可以吧今天下午啊,6.1,同意今日还款,yes
2004,benrenshoucui,4.2,询问明日能否还款,今天可能处理,今天可能处理,6.1,同意今日还款,yes
2005,benrenshoucui,4.2,询问明日能否还款,困可以可以,困可以,6.1,同意今日还款,yes
