id,processid,in_node,type_robot,msg,msg_del_dup,out_true,type,type_combine
809,benrenshoucui,3.5,请求转告,哎再见,哎再见,-99,无效语义,invalid
810,GHSC,3.5,请求转告,你一直打电话吧我不告诉你号了吗幺三幺什么事啊,你一直打电话吧我不告诉你号了吗幺三幺什么事啊,-99,无效语义,invalid
811,GHSC,3.5,请求转告,哦看到了,哦看到了,-99,无效语义,invalid
812,GHSC,3.5,请求转告,然后呃,然后呃,-99,无效语义,invalid
813,GHSC,3.5,请求转告,我这是任是,我这是任是,-99,无效语义,invalid
814,GHSC,3.5,请求转告,你什么,你什么,-99,无效语义,invalid
815,RESC,3.5,请求转告,我姓崔这是我的手机号我性质我不姓方,我姓崔这是我的手机号我性质我不姓方,-99,无效语义,invalid
816,GHSC,3.5,请求转告,哎认识啊,哎认识啊,-99,无效语义,invalid
817,GHSC,3.5,请求转告,我也是,我也是,-99,无效语义,invalid
818,df,3.5,请求转告,您说一下吧谢谢,您说一下吧谢谢,-99,无效语义,invalid
819,GHSC,3.5,请求转告,转二,转二,-99,无效语义,invalid
820,GHSC,3.5,请求转告,怎么业务部经理啊,怎么业务部经理啊,-99,无效语义,invalid
821,df,3.5,请求转告,哎你听不见我说话吗,哎你听不见我说话吗,-99,无效语义,invalid
822,GHSC,3.5,请求转告,什么东西来的你说清楚一点行吗,什么东西来的你说清楚一点行吗,-99,无效语义,invalid
823,GHSC,3.5,请求转告,这不是我,这不是我,-99,无效语义,invalid
824,GHSC,3.5,请求转告,很多人,很多人,-99,无效语义,invalid
825,GHSC,3.5,请求转告,这这这个,这这个,-99,无效语义,invalid
826,GHSC,3.5,请求转告,不用你你能那个现在差多些那个,不用你能那个现在差多些那个,-99,无效语义,invalid
827,df,3.5,请求转告,工人是吗先生,工人是吗先生,-99,无效语义,invalid
828,benrenshoucui,3.5,请求转告,诶现在扣就是它,诶现在扣就是它,-99,无效语义,invalid
829,GHSC,3.5,请求转告,男人,男人,-99,无效语义,invalid
830,GHSC,3.5,请求转告,哎喂其他,哎喂其他,-99,无效语义,invalid
831,benrenshoucui,3.5,请求转告,好运那啊,好运那啊,-99,无效语义,invalid
832,GHSC,3.5,请求转告,没每个着呢,没每个着呢,-99,无效语义,invalid
833,GHSC,3.5,请求转告,说啊,说啊,-99,无效语义,invalid
834,GHSC,3.5,请求转告,啊不起来二,啊不起来二,-99,无效语义,invalid
835,GHSC,3.5,请求转告,走路,走路,-99,无效语义,invalid
836,benrenshoucui,3.5,请求转告,我这个少量,我这个少量,-99,无效语义,invalid
837,GHSC,3.5,请求转告,联接你说话不,联接你说话不,-99,无效语义,invalid
838,GHSC,3.5,请求转告,什么事啊什么事,什么事啊什么事,-99,无效语义,invalid
839,GHSC,3.5,请求转告,什么事我问你什么事啊,什么事我问你什么事啊,-99,无效语义,invalid
840,GHSC,3.5,请求转告,啊对哪一笔呢,啊对哪一笔呢,-99,无效语义,invalid
841,GHSC,3.5,请求转告,吹干了啥事,吹干了啥事,-99,无效语义,invalid
842,df,3.5,请求转告,等于讲,等于讲,-99,无效语义,invalid
843,benrenshoucui,3.5,请求转告,谁诚意谁,谁诚意谁,-99,无效语义,invalid
844,GHSC,3.5,请求转告,什么是,什么是,-99,无效语义,invalid
845,GHSC,3.5,请求转告,啊人,啊人,-99,无效语义,invalid
846,GHSC,3.5,请求转告,你重六请按二,你重六请按二,-99,无效语义,invalid
847,benrenshoucui,3.5,请求转告,就是来过在外,就是来过在外,-99,无效语义,invalid
848,df,3.5,请求转告,哎呀你你说我的贷款没充进来啊,哎呀你说我的贷款没充进来啊,-99,无效语义,invalid
849,GHSC,3.5,请求转告,零八,零八,-99,无效语义,invalid
850,GHSC,3.5,请求转告,是哪一位啊,是哪一位啊,-99,无效语义,invalid
851,GHSC,3.5,请求转告,啊那,啊那,-99,无效语义,invalid
852,GHSC,3.5,请求转告,我是刘负责你这个宝的有啥子你吃完就写了,我是刘负责你这个宝的有啥子你吃完就写了,-99,无效语义,invalid
853,benrenshoucui,3.5,请求转告,他方式,他方式,-99,无效语义,invalid
854,benrenshoucui,3.5,请求转告,二十岁,二十岁,-99,无效语义,invalid
855,GHSC,3.5,请求转告,是这样啊美女,是这样啊美女,-99,无效语义,invalid
856,benrenshoucui,3.5,请求转告,喂呀可以等一天呢在呢,喂呀可以等一天呢在呢,-99,无效语义,invalid
857,GHSC,3.5,请求转告,一家人,一家人,-99,无效语义,invalid
858,GHSC,3.5,请求转告,你说你说什么吗,你说你说什么吗,-99,无效语义,invalid
859,GHSC,3.5,请求转告,您好我是的银行银行,您好我是的银行,-99,无效语义,invalid
860,GHSC,3.5,请求转告,明天让他上交手机的,明天让他上交手机的,-99,无效语义,invalid
861,df,3.5,请求转告,哎我那卡都有停电吗因为我都跟短信息没客户一定密码吗,哎我那卡都有停电吗因为我都跟短信息没客户一定密码吗,-99,无效语义,invalid
862,GHSC,3.5,请求转告,五五,五五,-99,无效语义,invalid
863,GHSC,3.5,请求转告,为无心,为无心,-99,无效语义,invalid
864,RESC,3.5,请求转告,你你给他打电话吧,你给他打电话吧,-99,无效语义,invalid
865,GHSC,3.5,请求转告,请重,请重,-99,无效语义,invalid
866,GHSC,3.5,请求转告,发送请按一城路起来,发送请按一城路起来,-99,无效语义,invalid
867,GHSC,3.5,请求转告,因为目前的话你今天了,因为目前的话你今天了,-99,无效语义,invalid
868,RESC,3.5,请求转告,这样吧,这样吧,-99,无效语义,invalid
869,benrenshoucui,3.5,请求转告,老公老公,老公,-99,无效语义,invalid
870,benrenshoucui,3.5,请求转告,就可以区什么适合借的款,就可以区什么适合借的款,-99,无效语义,invalid
871,GHSC,3.5,请求转告,抱歉,抱歉,-99,无效语义,invalid
872,GHSC,3.5,请求转告,我这不带团呀刘先生是哪一个吗,我这不带团呀刘先生是哪一个吗,-99,无效语义,invalid
873,GHSC,3.5,请求转告,小狗,小狗,-99,无效语义,invalid
874,df,3.5,请求转告,他不是转账记录吗,他不是转账记录吗,-99,无效语义,invalid
875,GHSC,3.5,请求转告,我回来我两个她了,我回来我两个她了,-99,无效语义,invalid
876,df,3.5,请求转告,我用三九五说,我用三九五说,-99,无效语义,invalid
877,df,3.5,请求转告,根本就没这么回事,根本就没这么回事,-99,无效语义,invalid
878,GHSC,3.5,请求转告,有什麽,有什麽,-99,无效语义,invalid
879,GHSC,3.5,请求转告,株洲,株洲,-99,无效语义,invalid
880,df,3.5,请求转告,哎哎,哎,-99,无效语义,invalid
881,GHSC,3.5,请求转告,工商银行,工商银行,-99,无效语义,invalid
882,GHSC,3.5,请求转告,什么业务吗,什么业务吗,-99,无效语义,invalid
883,benrenshoucui,3.5,请求转告,不客气,不客气,-99,无效语义,invalid
884,GHSC,3.5,请求转告,城市,城市,-99,无效语义,invalid
885,df,3.5,请求转告,昨天晚上可以吗,昨天晚上可以吗,-99,无效语义,invalid
886,GHSC,3.5,请求转告,我说他那个信用卡不好啊,我说他那个信用卡不好啊,-99,无效语义,invalid
887,GHSC,3.5,请求转告,然而二,然而二,-99,无效语义,invalid
888,RESC,3.5,请求转告,华北的什么这个,华北的什么这个,-99,无效语义,invalid
889,RESC,3.5,请求转告,你说吧,你说吧,-99,无效语义,invalid
890,GHSC,3.5,请求转告,要,要,-99,无效语义,invalid
891,RESC,3.5,请求转告,成路请问,成路请问,-99,无效语义,invalid
892,benrenshoucui,3.5,请求转告,这块儿还有借款,这块儿还有借款,-99,无效语义,invalid
893,RESC,3.5,请求转告,承诺,承诺,-99,无效语义,invalid
894,GHSC,3.5,请求转告,挂机您,挂机您,-99,无效语义,invalid
895,GHSC,3.5,请求转告,那个逼,那个逼,-99,无效语义,invalid
896,GHSC,3.5,请求转告,好的我刚才我这边来我我老婆发起这样的,好的我刚才我这边来我老婆发起这样的,-99,无效语义,invalid
897,GHSC,3.5,请求转告,自己按,自己按,-99,无效语义,invalid
898,GHSC,3.5,请求转告,有需要我当月的号码并不是帮我看,有需要我当月的号码并不是帮我看,-99,无效语义,invalid
899,GHSC,3.5,请求转告,还是让,还是让,-99,无效语义,invalid
900,benrenshoucui,3.5,请求转告,呃所以他叫什么呀,呃所以他叫什么呀,-99,无效语义,invalid
901,benrenshoucui,3.5,请求转告,啊我我我,啊我,-99,无效语义,invalid
902,df,3.5,请求转告,啊昨天,啊昨天,-99,无效语义,invalid
903,benrenshoucui,3.5,请求转告,喂三栋三会不能查,喂三栋三会不能查,-99,无效语义,invalid
904,GHSC,3.5,请求转告,我怎么做不到啊,我怎么做不到啊,-99,无效语义,invalid
905,benrenshoucui,3.5,请求转告,帮我联系一下,帮我联系一下,-99,无效语义,invalid
906,GHSC,3.5,请求转告,这个电话号码,这个电话号码,-99,无效语义,invalid
907,df,3.5,请求转告,要推广是不是,要推广是不是,-99,无效语义,invalid
908,GHSC,3.5,请求转告,从鹿泉二,从鹿泉二,-99,无效语义,invalid
909,df,3.5,请求转告,然后就是,然后就是,-99,无效语义,invalid
910,RESC,3.5,请求转告,太麻烦搞嘛就不懂了我这个一般原来大学在干嘛上赶趟,太麻烦搞嘛就不懂了我这个一般原来大学在干嘛上赶趟,-99,无效语义,invalid
911,benrenshoucui,3.5,请求转告,哎三什么呢,哎三什么呢,-99,无效语义,invalid
912,GHSC,3.5,请求转告,啊您好,啊您好,-99,无效语义,invalid
913,RESC,3.5,请求转告,大街送请按一重录请按二,大街送请按一重录请按二,-99,无效语义,invalid
914,GHSC,3.5,请求转告,从腋窝,从腋窝,-99,无效语义,invalid
915,GHSC,3.5,请求转告,你这么,你这么,-99,无效语义,invalid
916,df,3.5,请求转告,你说什么是哪个,你说什么是哪个,-99,无效语义,invalid
917,RESC,3.5,请求转告,你咋,你咋,-99,无效语义,invalid
918,benrenshoucui,3.5,请求转告,他说手机吧,他说手机吧,-99,无效语义,invalid
919,GHSC,3.5,请求转告,但我想其他,但我想其他,-99,无效语义,invalid
920,df,3.5,请求转告,八送请按一重录请按二,八送请按一重录请按二,-99,无效语义,invalid
921,GHSC,3.5,请求转告,有什么处理啊,有什么处理啊,-99,无效语义,invalid
922,GHSC,3.5,请求转告,不是黄土要干嘛,不是黄土要干嘛,-99,无效语义,invalid
923,GHSC,3.5,请求转告,二,二,-99,无效语义,invalid
924,df,3.5,请求转告,三千万宏,三千万宏,-99,无效语义,invalid
925,benrenshoucui,3.5,请求转告,神州金融什么的,神州金融什么的,-99,无效语义,invalid
926,GHSC,3.5,请求转告,哎我这个号码是我之前然后就是以后来买的,哎我这个号码是我之前然后就是以后来买的,-99,无效语义,invalid
927,df,3.5,请求转告,要想我查询了,要想我查询了,-99,无效语义,invalid
928,GHSC,3.5,请求转告,整个谁,整个谁,-99,无效语义,invalid
929,GHSC,3.5,请求转告,可是他是说需要,可是他是说需要,-99,无效语义,invalid
930,GHSC,3.5,请求转告,哪个啊听不清楚啊,哪个啊听不清楚啊,-99,无效语义,invalid
931,GHSC,3.5,请求转告,啊您好您,啊您好您,-99,无效语义,invalid
932,RESC,3.5,请求转告,你可,你可,-99,无效语义,invalid
933,GHSC,3.5,请求转告,二五四的我我我现在办这个尚好,二五四的我现在办这个尚好,-99,无效语义,invalid
934,GHSC,3.5,请求转告,那为什么你你说啊,那为什么你说啊,-99,无效语义,invalid
935,df,3.5,请求转告,发送起来积成路请按,发送起来积成路请按,-99,无效语义,invalid
936,benrenshoucui,3.5,请求转告,呃,呃,-99,无效语义,invalid
937,benrenshoucui,3.5,请求转告,啊是不是,啊是不是,-99,无效语义,invalid
938,GHSC,3.5,请求转告,是不是他们公司吗,是不是他们公司吗,-99,无效语义,invalid
939,benrenshoucui,3.5,请求转告,四零零,四零零,-99,无效语义,invalid
940,GHSC,3.5,请求转告,长时间未选择操作我们将为您感谢,长时间未选择操作我们将为您感谢,-99,无效语义,invalid
941,GHSC,3.5,请求转告,诶喂,诶喂,-99,无效语义,invalid
942,benrenshoucui,3.5,请求转告,他不是将这个借款不是上海的吗,他不是将这个借款不是上海的吗,-99,无效语义,invalid
943,df,3.5,请求转告,我说话你今天的,我说话你今天的,-99,无效语义,invalid
944,df,3.5,请求转告,哎你好好谢谢您再见哦哦知道后来哎呀我看一下啊,哎你好好谢谢您再见哦知道后来哎呀我看一下啊,-99,无效语义,invalid
945,GHSC,3.5,请求转告,六八,六八,-99,无效语义,invalid
946,GHSC,3.5,请求转告,是谁的名字是什么那个名字,是谁的名字是什么那个名字,-99,无效语义,invalid
947,df,3.5,请求转告,她本人,她本人,-99,无效语义,invalid
948,GHSC,3.5,请求转告,那你可以啥呀,那你可以啥呀,-99,无效语义,invalid
949,GHSC,3.5,请求转告,哎你说,哎你说,-99,无效语义,invalid
950,GHSC,3.5,请求转告,姓王,姓王,-99,无效语义,invalid
951,GHSC,3.5,请求转告,请不要挂机,请不要挂机,-99,无效语义,invalid
952,GHSC,3.5,请求转告,今晚二,今晚二,-99,无效语义,invalid
953,GHSC,3.5,请求转告,听不到听不到,听不到听不到,-99,无效语义,invalid
954,GHSC,3.5,请求转告,嗯嗯他说话啊,嗯他说话啊,-99,无效语义,invalid
955,benrenshoucui,3.5,请求转告,那种,那种,-99,无效语义,invalid
956,df,3.5,请求转告,什么什么口,什么口,-99,无效语义,invalid
957,GHSC,3.5,请求转告,我知道你听我说吧,我知道你听我说吧,-99,无效语义,invalid
958,df,3.5,请求转告,啊没有增加吗,啊没有增加吗,-99,无效语义,invalid
959,benrenshoucui,3.5,请求转告,是我本人我知道我马上十几,是我本人我知道我马上十几,-99,无效语义,invalid
960,GHSC,3.5,请求转告,啊不管怎么爬呃都打不通了,啊不管怎么爬呃都打不通了,-99,无效语义,invalid
961,df,3.5,请求转告,我昨天刚,我昨天刚,-99,无效语义,invalid
962,df,3.5,请求转告,什么哎你你你差点打怎么样啊,什么哎你差点打怎么样啊,-99,无效语义,invalid
963,GHSC,3.5,请求转告,这样的话我们退,这样的话我们退,-99,无效语义,invalid
964,benrenshoucui,3.5,请求转告,喂,喂,-99,无效语义,invalid
965,df,3.5,请求转告,喂我这小狗不起太还是重新说了听提示音我在路上走路,喂我这小狗不起太还是重新说了听提示音我在路上走路,-99,无效语义,invalid
966,GHSC,3.5,请求转告,就是你要找的事情,就是你要找的事情,-99,无效语义,invalid
967,benrenshoucui,3.5,请求转告,啊啊办师范身份证,啊办师范身份证,-99,无效语义,invalid
968,RESC,3.5,请求转告,地址,地址,-99,无效语义,invalid
969,GHSC,3.5,请求转告,不去了,不去了,-99,无效语义,invalid
970,GHSC,3.5,请求转告,不是请按二,不是请按二,-99,无效语义,invalid
971,GHSC,3.5,请求转告,清朝,清朝,-99,无效语义,invalid
972,GHSC,3.5,请求转告,三送请按一重录请按二,三送请按一重录请按二,-99,无效语义,invalid
973,GHSC,3.5,请求转告,这个网子,这个网子,-99,无效语义,invalid
974,GHSC,3.5,请求转告,请问你有盐去曾先生曾经在里面,请问你有盐去曾先生曾经在里面,-99,无效语义,invalid
975,benrenshoucui,3.5,请求转告,真的,真的,-99,无效语义,invalid
976,benrenshoucui,3.5,请求转告,你你打,你打,-99,无效语义,invalid
977,df,3.5,请求转告,黄几天把它没有在这里,黄几天把它没有在这里,-99,无效语义,invalid
978,GHSC,3.5,请求转告,我是张先生,我是张先生,-99,无效语义,invalid
979,GHSC,3.5,请求转告,我跟你说,我跟你说,-99,无效语义,invalid
980,GHSC,3.5,请求转告,嗯那麻烦你了好的是的,嗯那麻烦你了好的是的,-99,无效语义,invalid
981,RESC,3.5,请求转告,想老婆啊,想老婆啊,-99,无效语义,invalid
982,benrenshoucui,3.5,请求转告,请讲,请讲,-99,无效语义,invalid
983,GHSC,3.5,请求转告,我老婆,我老婆,-99,无效语义,invalid
984,GHSC,3.5,请求转告,发送请按一种六请按,发送请按一种六请按,-99,无效语义,invalid
985,GHSC,3.5,请求转告,啊那怎么用啊,啊那怎么用啊,-99,无效语义,invalid
986,df,3.5,请求转告,东风东风气,东风气,-99,无效语义,invalid
987,GHSC,3.5,请求转告,你说喂,你说喂,-99,无效语义,invalid
988,GHSC,3.5,请求转告,主机啊,主机啊,-99,无效语义,invalid
989,GHSC,3.5,请求转告,好吗,好吗,-99,无效语义,invalid
990,df,3.5,请求转告,打过我我我我哪个的谁的嗯,打过我哪个的谁的嗯,-99,无效语义,invalid
991,GHSC,3.5,请求转告,退回来了没抢拍三月二,退回来了没抢拍三月二,-99,无效语义,invalid
992,GHSC,3.5,请求转告,你他妈再重复一遍,你他妈再重复一遍,-99,无效语义,invalid
993,benrenshoucui,3.5,请求转告,不客气一半,不客气一半,-99,无效语义,invalid
994,GHSC,3.5,请求转告,啊这个手机信号不好听我给你唱不是听不到你说的行吗,啊这个手机信号不好听我给你唱不是听不到你说的行吗,-99,无效语义,invalid
995,RESC,3.5,请求转告,放送请按一种六请按二,放送请按一种六请按二,-99,无效语义,invalid
996,GHSC,3.5,请求转告,什么节目,什么节目,-99,无效语义,invalid
997,RESC,3.5,请求转告,成都,成都,-99,无效语义,invalid
998,benrenshoucui,3.5,请求转告,另一他,另一他,-99,无效语义,invalid
999,RESC,3.5,请求转告,哎你好哎,哎你好哎,-99,无效语义,invalid
1000,GHSC,3.5,请求转告,到欠款的呢,到欠款的呢,-99,无效语义,invalid
1001,df,3.5,请求转告,哦哦哦他的上班的,哦哦哦他的上班的,-99,无效语义,invalid
1002,GHSC,3.5,请求转告,老婆沟这边能够进去,老婆沟这边能够进去,-99,无效语义,invalid
1003,GHSC,3.5,请求转告,九五,九五,-99,无效语义,invalid
1004,benrenshoucui,3.5,请求转告,你往那个你现在往那个幺三二,你往那个你现在往那个幺三二,-99,无效语义,invalid
1005,GHSC,3.5,请求转告,你想想信号不好不,你想想信号不好不,-99,无效语义,invalid
1006,df,3.5,请求转告,哎给妈个大,哎给妈个大,-99,无效语义,invalid
1007,GHSC,3.5,请求转告,说什么,说什么,-99,无效语义,invalid
1008,GHSC,3.5,请求转告,我明天上午,我明天上午,-99,无效语义,invalid
1009,df,3.5,请求转告,我说我也不知道是这个感谢上我就刚才我没听说过这个啊,我说我也不知道是这个感谢上我就刚才我没听说过这个啊,-99,无效语义,invalid
1010,GHSC,3.5,请求转告,啊那他得下午四点钟能回来,啊那他得下午四点钟能回来,-99,无效语义,invalid
1011,GHSC,3.5,请求转告,听不见吗,听不见吗,-99,无效语义,invalid
1012,GHSC,3.5,请求转告,那你你不用我问你打了我现在就把我的信用卡怎么电销嘞,那你不用我问你打了我现在就把我的信用卡怎么电销嘞,-99,无效语义,invalid
1013,df,3.5,请求转告,怎么东西啊,怎么东西啊,-99,无效语义,invalid
1014,RESC,3.5,请求转告,对是这个康先生留了我的电话,对是这个康先生留了我的电话,-99,无效语义,invalid
1015,RESC,3.5,请求转告,什么行不行啊你再说一遍,什么行不行啊你再说一遍,-99,无效语义,invalid
1016,GHSC,3.5,请求转告,嗯实验室,嗯实验室,-99,无效语义,invalid
1017,benrenshoucui,3.5,请求转告,男人集团,男人集团,-99,无效语义,invalid
1018,benrenshoucui,3.5,请求转告,我我就是说直接我那个怎么搞我怎么取了,我就是说直接我那个怎么搞我怎么取了,-99,无效语义,invalid
1019,RESC,3.5,请求转告,白先生啊,白先生啊,-99,无效语义,invalid
1020,GHSC,3.5,请求转告,恩好诶你说什麽,恩好诶你说什麽,-99,无效语义,invalid
1021,benrenshoucui,3.5,请求转告,算什么呢,算什么呢,-99,无效语义,invalid
1022,GHSC,3.5,请求转告,怎么了喂,怎么了喂,-99,无效语义,invalid
1023,GHSC,3.5,请求转告,按二,按二,-99,无效语义,invalid
1024,GHSC,3.5,请求转告,你就,你就,-99,无效语义,invalid
1025,GHSC,3.5,请求转告,我的事啊,我的事啊,-99,无效语义,invalid
1026,RESC,3.5,请求转告,但是送请按一重录请按二,但是送请按一重录请按二,-99,无效语义,invalid
1027,GHSC,3.5,请求转告,呃他,呃他,-99,无效语义,invalid
1028,GHSC,3.5,请求转告,刚跟我睡啊,刚跟我睡啊,-99,无效语义,invalid
1029,benrenshoucui,3.5,请求转告,哎,哎,-99,无效语义,invalid
1030,GHSC,3.5,请求转告,什么业务没处理呀,什么业务没处理呀,-99,无效语义,invalid
1031,GHSC,3.5,请求转告,开通,开通,-99,无效语义,invalid
1032,GHSC,3.5,请求转告,每天,每天,-99,无效语义,invalid
1033,GHSC,3.5,请求转告,还没叫我干啥呢,还没叫我干啥呢,-99,无效语义,invalid
1034,GHSC,3.5,请求转告,那我怎么在点亮的金的那个女孩都,那我怎么在点亮的金的那个女孩都,-99,无效语义,invalid
1035,GHSC,3.5,请求转告,在在,在,-99,无效语义,invalid
1036,df,3.5,请求转告,电脑锁的不,电脑锁的不,-99,无效语义,invalid
1037,GHSC,3.5,请求转告,怎么明天,怎么明天,-99,无效语义,invalid
1038,benrenshoucui,3.5,请求转告,淘宝,淘宝,-99,无效语义,invalid
1039,df,3.5,请求转告,四四是谁呀是龟龟什么,四四是谁呀是龟什么,-99,无效语义,invalid
1040,df,3.5,请求转告,哦我就是那个不,哦我就是那个不,-99,无效语义,invalid
1041,GHSC,3.5,请求转告,九五五八八是吧,九五五八八是吧,-99,无效语义,invalid
1042,GHSC,3.5,请求转告,你看看,你看看,-99,无效语义,invalid
1043,df,3.5,请求转告,啊什么时候那个呢,啊什么时候那个呢,-99,无效语义,invalid
1044,GHSC,3.5,请求转告,怎么回事啊,怎么回事啊,-99,无效语义,invalid
1045,GHSC,3.5,请求转告,嗯三块都是三块,嗯三块都是三块,-99,无效语义,invalid
1046,GHSC,3.5,请求转告,哦一起的是吧,哦一起的是吧,-99,无效语义,invalid
1047,df,3.5,请求转告,带宽,带宽,-99,无效语义,invalid
1048,GHSC,3.5,请求转告,那钱,那钱,-99,无效语义,invalid
1049,df,3.5,请求转告,我听到你说吧喂,我听到你说吧喂,-99,无效语义,invalid
1050,GHSC,3.5,请求转告,专科学校,专科学校,-99,无效语义,invalid
1051,benrenshoucui,3.5,请求转告,好的麻烦起来,好的麻烦起来,-99,无效语义,invalid
1052,RESC,3.5,请求转告,哦你告诉我我也我也有个朋友是兆的它的全名是什么到的吗,哦你告诉我也我也有个朋友是兆的它的全名是什么到的吗,-99,无效语义,invalid
1053,GHSC,3.5,请求转告,哪一位,哪一位,-99,无效语义,invalid
1054,GHSC,3.5,请求转告,学校,学校,-99,无效语义,invalid
1055,df,3.5,请求转告,哦哦马上马上就跟想去打,哦马上就跟想去打,-99,无效语义,invalid
1056,df,3.5,请求转告,人可以,人可以,-99,无效语义,invalid
1057,GHSC,3.5,请求转告,它吧,它吧,-99,无效语义,invalid
1058,GHSC,3.5,请求转告,好听的理,好听的理,-99,无效语义,invalid
1059,GHSC,3.5,请求转告,工商银行有业务处理,工商银行有业务处理,-99,无效语义,invalid
1060,df,3.5,请求转告,幺五,幺五,-99,无效语义,invalid
1061,GHSC,3.5,请求转告,你会你会,你会你会,-99,无效语义,invalid
1062,benrenshoucui,3.5,请求转告,知道呀不知道,知道呀不知道,-99,无效语义,invalid
1063,benrenshoucui,3.5,请求转告,你说的是谁,你说的是谁,-99,无效语义,invalid
1064,GHSC,3.5,请求转告,目前按二,目前按二,-99,无效语义,invalid
1065,benrenshoucui,3.5,请求转告,我也是不知道完了免税较好就是日子多埃不着,我也是不知道完了免税较好就是日子多埃不着,-99,无效语义,invalid
1066,GHSC,3.5,请求转告,五八没点万多十二没,五八没点万多十二没,-99,无效语义,invalid
1067,GHSC,3.5,请求转告,你二号你们唐诗联系的电话是多少,你二号你们唐诗联系的电话是多少,-99,无效语义,invalid
1068,df,3.5,请求转告,二幺卡上已经房子,二幺卡上已经房子,-99,无效语义,invalid
1069,GHSC,3.5,请求转告,程度请按二,程度请按二,-99,无效语义,invalid
1070,GHSC,3.5,请求转告,哦听到啦,哦听到啦,-99,无效语义,invalid
1071,GHSC,3.5,请求转告,程,程,-99,无效语义,invalid
1072,GHSC,3.5,请求转告,成正比了连接啊,成正比了连接啊,-99,无效语义,invalid
1073,GHSC,3.5,请求转告,嗯那个,嗯那个,-99,无效语义,invalid
1074,GHSC,3.5,请求转告,你考,你考,-99,无效语义,invalid
1075,df,3.5,请求转告,嗯嗯哼多少呢,嗯哼多少呢,-99,无效语义,invalid
1076,GHSC,3.5,请求转告,我我我,我,-99,无效语义,invalid
1077,RESC,3.5,请求转告,你叫你加我没听清楚,你叫你加我没听清楚,-99,无效语义,invalid
1078,GHSC,3.5,请求转告,长时间未选择操作我们将为您挂机感谢来电再来,长时间未选择操作我们将为您挂机感谢来电再来,-99,无效语义,invalid
1079,GHSC,3.5,请求转告,那这样子,那这样子,-99,无效语义,invalid
1080,GHSC,3.5,请求转告,车内饰,车内饰,-99,无效语义,invalid
1081,GHSC,3.5,请求转告,你打他另外一个电话吗,你打他另外一个电话吗,-99,无效语义,invalid
1082,GHSC,3.5,请求转告,我听不懂听不到你说什么,我听不懂听不到你说什么,-99,无效语义,invalid
1083,benrenshoucui,3.5,请求转告,没空听要查,没空听要查,-99,无效语义,invalid
1084,GHSC,3.5,请求转告,哪个姓刘刘先生啊,哪个姓刘刘先生啊,-99,无效语义,invalid
1085,df,3.5,请求转告,了,了,-99,无效语义,invalid
1086,GHSC,3.5,请求转告,哎你好你好嗯,哎你好嗯,-99,无效语义,invalid
1087,GHSC,3.5,请求转告,看什么咯,看什么咯,-99,无效语义,invalid
1088,GHSC,3.5,请求转告,我知道名字你找谁,我知道名字你找谁,-99,无效语义,invalid
1089,GHSC,3.5,请求转告,嗯你好你好,嗯你好,-99,无效语义,invalid
1090,GHSC,3.5,请求转告,感觉现在哪个地方的呢,感觉现在哪个地方的呢,-99,无效语义,invalid
1091,df,3.5,请求转告,怎么弟弟呀,怎么弟弟呀,-99,无效语义,invalid
1092,GHSC,3.5,请求转告,不是吗,不是吗,-99,无效语义,invalid
1093,GHSC,3.5,请求转告,在呀我呀,在呀我呀,-99,无效语义,invalid
1094,GHSC,3.5,请求转告,我听,我听,-99,无效语义,invalid
1095,GHSC,3.5,请求转告,有什么业务啊,有什么业务啊,-99,无效语义,invalid
1096,GHSC,3.5,请求转告,自动取款机,自动取款机,-99,无效语义,invalid
1097,GHSC,3.5,请求转告,找他也,找他也,-99,无效语义,invalid
1098,df,3.5,请求转告,我怎么帮你看一下他,我怎么帮你看一下他,-99,无效语义,invalid
1099,GHSC,3.5,请求转告,不客气感谢您的来电再见,不客气感谢您的来电再见,-99,无效语义,invalid
1100,GHSC,3.5,请求转告,走路请按二,走路请按二,-99,无效语义,invalid
1101,GHSC,3.5,请求转告,号码我能收到,号码我能收到,-99,无效语义,invalid
1102,GHSC,3.5,请求转告,哦哦这样子啊,哦这样子啊,-99,无效语义,invalid
1103,GHSC,3.5,请求转告,小二,小二,-99,无效语义,invalid
1104,GHSC,3.5,请求转告,后请按二,后请按二,-99,无效语义,invalid
1105,GHSC,3.5,请求转告,工商银行卡,工商银行卡,-99,无效语义,invalid
1106,benrenshoucui,3.5,请求转告,哪哪个李先生是谁啊,哪哪个李先生是谁啊,-99,无效语义,invalid
1107,GHSC,3.5,请求转告,这两天没玩呐,这两天没玩呐,-99,无效语义,invalid
1108,df,3.5,请求转告,放送请按第一种六请按二,放送请按第一种六请按二,-99,无效语义,invalid
1109,df,3.5,请求转告,中短信通知,中短信通知,-99,无效语义,invalid
1110,GHSC,3.5,请求转告,宋亲爱滴,宋亲爱滴,-99,无效语义,invalid
1111,GHSC,3.5,请求转告,可以参加,可以参加,-99,无效语义,invalid
1112,benrenshoucui,3.5,请求转告,一家私户,一家私户,-99,无效语义,invalid
1113,GHSC,3.5,请求转告,漫漫,漫漫,-99,无效语义,invalid
1114,GHSC,3.5,请求转告,你好电话,你好电话,-99,无效语义,invalid
1115,GHSC,3.5,请求转告,什么呀听不清啊什么,什么呀听不清啊什么,-99,无效语义,invalid
