id,processid,in_node,type_robot,msg,msg_del_dup,out_true,type,type_combine
3937,df,3.4,二次确认,好尽快处理好,好尽快处理好,4.4,同意今日还款,yes
3938,benrenshoucui,3.4,二次确认,二我我那个昨天忘记了我今天那个会把近的,二我那个昨天忘记了我今天那个会把近的,4.4,同意今日还款,yes
3939,df,3.4,二次确认,我刚刚知道我今天,我刚刚知道我今天,4.4,同意今日还款,yes
3940,benrenshoucui,3.4,二次确认,我知道我知道我知道这个准备这个今天今天下午不是今天下午就明天早上一早还上,我知道这个准备这个今天今天下午不是今天下午就明天早上一早还上,4.4,同意今日还款,yes
3941,benrenshoucui,3.4,二次确认,得到知道好嘞我一会就去办去我上次我呢嗯,得到知道好嘞我一会就去办去我上次我呢嗯,4.4,同意今日还款,yes
3942,benrenshoucui,3.4,二次确认,哦知道知道我晚上就存上可以吧耽误吧,哦知道我晚上就存上可以吧耽误吧,4.4,同意今日还款,yes
3943,benrenshoucui,3.4,二次确认,今天可以可以可以可以好嘞,今天可以好嘞,4.4,同意今日还款,yes
3944,benrenshoucui,3.4,二次确认,马上就还了马上就过去了已经给你转过去,马上就还了马上就过去了已经给你转过去,4.4,同意今日还款,yes
3945,benrenshoucui,3.4,二次确认,哦昨天昨天那个忙忘记掉了我等会的话晚一点我去把处理呀,哦昨天那个忙忘记掉了我等会的话晚一点我去把处理呀,4.4,同意今日还款,yes
3946,benrenshoucui,3.4,二次确认,今天我今天了好吧,今天我今天了好吧,4.4,同意今日还款,yes
3947,benrenshoucui,3.4,二次确认,今天晚一点吗,今天晚一点吗,4.4,同意今日还款,yes
3948,df,3.4,二次确认,我今天一直在还款那你明天还叫人家管,我今天一直在还款那你明天还叫人家管,4.4,同意今日还款,yes
3949,benrenshoucui,3.4,二次确认,可以可以可以今天五点钟之前好吧啊,可以今天五点钟之前好吧啊,4.4,同意今日还款,yes
3950,benrenshoucui,3.4,二次确认,知道知道今天晚上就打了嗯他不用管,知道今天晚上就打了嗯他不用管,4.4,同意今日还款,yes
3951,df,3.4,二次确认,嗯嗯今天晚上吧今天晚上打到卡上明天就可以走了,嗯今天晚上吧今天晚上打到卡上明天就可以走了,4.4,同意今日还款,yes
3952,benrenshoucui,3.4,二次确认,哦我知道了我知道了我知道我等一下吞进去好吧我支付还有点事行吧我等一下就从好吧,哦我知道了我知道我等一下吞进去好吧我支付还有点事行吧我等一下就从好吧,4.4,同意今日还款,yes
3953,benrenshoucui,3.4,二次确认,恩皇子,恩皇子,4.4,同意今日还款,yes
3954,benrenshoucui,3.4,二次确认,哦我知道我今天在今天六点钟之前我尽快处理,哦我知道我今天在今天六点钟之前我尽快处理,4.4,同意今日还款,yes
3955,df,3.4,二次确认,这个我知道了今天能还上,这个我知道了今天能还上,4.4,同意今日还款,yes
3956,benrenshoucui,3.4,二次确认,知道知道钱马上马上存上一会生了好不好嗯,知道钱马上存上一会生了好不好嗯,4.4,同意今日还款,yes
3957,benrenshoucui,3.4,二次确认,所以我就是这个忘记了对对对一会去处理吧,所以我就是这个忘记了对一会去处理吧,4.4,同意今日还款,yes
3958,df,3.4,二次确认,好知道我现在就处理啊,好知道我现在就处理啊,4.4,同意今日还款,yes
3959,df,3.4,二次确认,哦不知道我现在就不上,哦不知道我现在就不上,4.4,同意今日还款,yes
3960,benrenshoucui,3.4,二次确认,不知道的啊我们尽快把它还上去啊,不知道的啊我们尽快把它还上去啊,4.4,同意今日还款,yes
3961,benrenshoucui,3.4,二次确认,嗯好的没问题,嗯好的没问题,4.4,同意今日还款,yes
3962,df,3.4,二次确认,哦好好我今天今天晚上打过去啊,哦好好我今天晚上打过去啊,4.4,同意今日还款,yes
3963,benrenshoucui,3.4,二次确认,知道知道我今天晚上玩,知道我今天晚上玩,4.4,同意今日还款,yes
3964,benrenshoucui,3.4,二次确认,哦那我我这个因为晚上把钱打进去了,哦那我这个因为晚上把钱打进去了,4.4,同意今日还款,yes
3965,benrenshoucui,3.4,二次确认,知道知道我现在刚你给我搞忘了你钱的提醒一下我下午去返这个是,知道我现在刚你给我搞忘了你钱的提醒一下我下午去返这个是,4.4,同意今日还款,yes
3966,benrenshoucui,3.4,二次确认,啊我知道了就稍等,啊我知道了就稍等,4.4,同意今日还款,yes
3967,benrenshoucui,3.4,二次确认,哦我知道我妈把钱打过去啊,哦我知道我妈把钱打过去啊,4.4,同意今日还款,yes
3968,benrenshoucui,3.4,二次确认,我知道我知道我我我忘记了然后我下午那一会去存,我知道我忘记了然后我下午那一会去存,4.4,同意今日还款,yes
3969,benrenshoucui,3.4,二次确认,我今天可以处理但是我想我想问一下我今天一会就处理但是我想问一下你听我把话讲完好吧,我今天可以处理但是我想我想问一下我今天一会就处理但是我想问一下你听我把话讲完好吧,4.4,同意今日还款,yes
3970,df,3.4,二次确认,知道知道我马上去处理啊,知道我马上去处理啊,4.4,同意今日还款,yes
3971,df,3.4,二次确认,一会就黄帝城,一会就黄帝城,4.4,同意今日还款,yes
3972,df,3.4,二次确认,呃我不知道我马上整点进去,呃我不知道我马上整点进去,4.4,同意今日还款,yes
3973,benrenshoucui,3.4,二次确认,啊下午吧,啊下午吧,4.4,同意今日还款,yes
3974,RESC,3.4,二次确认,哦今天我今天尽量处理啊,哦今天我今天尽量处理啊,4.4,同意今日还款,yes
3975,benrenshoucui,3.4,二次确认,恩今天可以今天可以,恩今天可以今天可以,4.4,同意今日还款,yes
3976,df,3.4,二次确认,现在的话,现在的话,4.4,同意今日还款,yes
3977,df,3.4,二次确认,对对对等一下我就把钱打过去,对等一下我就把钱打过去,4.4,同意今日还款,yes
3978,benrenshoucui,3.4,二次确认,我知道我正在处理,我知道我正在处理,4.4,同意今日还款,yes
3979,df,3.4,二次确认,啊我知道我知道今天马上就回去停电了,啊我知道今天马上就回去停电了,4.4,同意今日还款,yes
3980,df,3.4,二次确认,哦行行下午,哦行行下午,4.4,同意今日还款,yes
3981,benrenshoucui,3.4,二次确认,嗯知道我我今天就还上,嗯知道我今天就还上,4.4,同意今日还款,yes
3982,benrenshoucui,3.4,二次确认,今天确定,今天确定,4.4,同意今日还款,yes
3983,df,3.4,二次确认,啊我知道我知道我现在正在处理这件事情,啊我知道我现在正在处理这件事情,4.4,同意今日还款,yes
3984,benrenshoucui,3.4,二次确认,我知道我就我刚我下午办呢,我知道我就我刚我下午办呢,4.4,同意今日还款,yes
3985,df,3.4,二次确认,哦哦哦直接马上好了啊,哦哦哦直接马上好了啊,4.4,同意今日还款,yes
3986,benrenshoucui,3.4,二次确认,啊我知道我这我这没回去我就今天,啊我知道我这我这没回去我就今天,4.4,同意今日还款,yes
3987,benrenshoucui,3.4,二次确认,哦好好好好马上就马上就去买去,哦好好马上就马上就去买去,4.4,同意今日还款,yes
3988,benrenshoucui,3.4,二次确认,啊有有现在我又不是没有我永就是我等等一下再放进呃存存到那里给你好不好可不可以,啊有现在我又不是没有我永就是我等等一下再放进呃存存到那里给你好不好可不可以,4.4,同意今日还款,yes
3989,df,3.4,二次确认,建设就可以处理现在我打过前天我们忘记了忘记了我不知道卡里没有钱,建设就可以处理现在我打过前天我们忘记了忘记了我不知道卡里没有钱,4.4,同意今日还款,yes
3990,benrenshoucui,3.4,二次确认,嗯我今天换啊,嗯我今天换啊,4.4,同意今日还款,yes
3991,benrenshoucui,3.4,二次确认,嗯到今天晚上晚上明天一早吧行不行,嗯到今天晚上明天一早吧行不行,4.4,同意今日还款,yes
3992,benrenshoucui,3.4,二次确认,啊我读稍等一下来还,啊我读稍等一下来还,4.4,同意今日还款,yes
3993,df,3.4,二次确认,今天可以吧,今天可以吧,4.4,同意今日还款,yes
3994,benrenshoucui,3.4,二次确认,哦刚才也信息收到了我今天晚上就填进去了,哦刚才也信息收到了我今天晚上就填进去了,4.4,同意今日还款,yes
3995,benrenshoucui,3.4,二次确认,嗯应该没问题今天处理好好好诶,嗯应该没问题今天处理好好好诶,4.4,同意今日还款,yes
3996,df,3.4,二次确认,啊我想起来想起来了我呃我今天我这一等一下处理一下,啊我想起来想起来了我呃我今天我这一等一下处理一下,4.4,同意今日还款,yes
3997,df,3.4,二次确认,嗯今天我我今天可以啊,嗯今天我今天可以啊,4.4,同意今日还款,yes
3998,RESC,3.4,二次确认,嗯等一下还上了啊,嗯等一下还上了啊,4.4,同意今日还款,yes
3999,benrenshoucui,3.4,二次确认,哦忘记了忘记了不好意思他们提醒我今天晚上或者明天早上你搞了啊,哦忘记了忘记了不好意思他们提醒我今天晚上或者明天早上你搞了啊,4.4,同意今日还款,yes
4000,df,3.4,二次确认,马上处理,马上处理,4.4,同意今日还款,yes
4001,benrenshoucui,3.4,二次确认,对对对对现在存上,对现在存上,4.4,同意今日还款,yes
4002,df,3.4,二次确认,那我下午就成了,那我下午就成了,4.4,同意今日还款,yes
4003,df,3.4,二次确认,呃我今天叫他存进去还是挺这,呃我今天叫他存进去还是挺这,4.4,同意今日还款,yes
4004,df,3.4,二次确认,我一会查一下因为我打进去,我一会查一下因为我打进去,4.4,同意今日还款,yes
4005,benrenshoucui,3.4,二次确认,好我昨天不是说了嘛我说今天下午都不说明天吗,好我昨天不是说了嘛我说今天下午都不说明天吗,4.4,同意今日还款,yes
4006,benrenshoucui,3.4,二次确认,今天马上了,今天马上了,4.4,同意今日还款,yes
4007,df,3.4,二次确认,今天就可以处理,今天就可以处理,4.4,同意今日还款,yes
4008,df,3.4,二次确认,啊我知道我知道了这个事情好吧我马上把东西打进去,啊我知道我知道了这个事情好吧我马上把东西打进去,4.4,同意今日还款,yes
4009,df,3.4,二次确认,哦忘了我现在就就是弄怕意思啊,哦忘了我现在就就是弄怕意思啊,4.4,同意今日还款,yes
4010,df,3.4,二次确认,我突然间想起来忘了我马上就存进去,我突然间想起来忘了我马上就存进去,4.4,同意今日还款,yes
4011,benrenshoucui,3.4,二次确认,哦对我那个什么我给忘记了然后我今天看见短信等一下我就可以存进去了,哦对我那个什么我给忘记了然后我今天看见短信等一下我就可以存进去了,4.4,同意今日还款,yes
4012,benrenshoucui,3.4,二次确认,今天可以呀今天晚上还,今天可以呀今天晚上还,4.4,同意今日还款,yes
4013,df,3.4,二次确认,我说的是忘记了我一会儿就传过去,我说的是忘记了我一会儿就传过去,4.4,同意今日还款,yes
4014,df,3.4,二次确认,等一下处理啊啊我,等一下处理啊我,4.4,同意今日还款,yes
4015,benrenshoucui,3.4,二次确认,嗯下午,嗯下午,4.4,同意今日还款,yes
4016,benrenshoucui,3.4,二次确认,恩等会儿就处理,恩等会儿就处理,4.4,同意今日还款,yes
4017,df,3.4,二次确认,有没有啊我等一下填进去了晚上好吧,有没有啊我等一下填进去了晚上好吧,4.4,同意今日还款,yes
4018,benrenshoucui,3.4,二次确认,啊能那我一会给你,啊能那我一会给你,4.4,同意今日还款,yes
4019,df,3.4,二次确认,东忙忘啦都忘记还款的这个月以前每个月都然后都这些都十三号馆都忙忘啦真的往我现在来转一码环境不好意思,东忙忘啦都忘记还款的这个月以前每个月都然后都这些都十三号馆都忙忘啦真的往我现在来转一码环境不好意思,4.4,同意今日还款,yes
4020,benrenshoucui,3.4,二次确认,啊我忘了我一会存上好谢谢,啊我忘了我一会存上好谢谢,4.4,同意今日还款,yes
4021,df,3.4,二次确认,知道知道是小孩他们跟你讲好啦上午好上午好准时还款的就跟你们都想好了吗,知道是小孩他们跟你讲好啦上午好上午好准时还款的就跟你们都想好了吗,4.4,同意今日还款,yes
4022,df,3.4,二次确认,啊我知道我晚一点转过去我现在没空我说是忙一点,啊我知道我晚一点转过去我现在没空我说是忙一点,4.4,同意今日还款,yes
4023,benrenshoucui,3.4,二次确认,可以办今天,可以办今天,4.4,同意今日还款,yes
4024,df,3.4,二次确认,好我知道了我待会儿处理呀,好我知道了我待会儿处理呀,4.4,同意今日还款,yes
4025,benrenshoucui,3.4,二次确认,今天下午五点之前,今天下午五点之前,4.4,同意今日还款,yes
4026,df,3.4,二次确认,嗯我知道就是我今天晚上给你,嗯我知道就是我今天晚上给你,4.4,同意今日还款,yes
4027,benrenshoucui,3.4,二次确认,啊知道知道知道我我忘了我忘了存往卡里面存钱了我待会儿就存进去了,啊知道我忘了我忘了存往卡里面存钱了我待会儿就存进去了,4.4,同意今日还款,yes
4028,RESC,3.4,二次确认,我我现在在正在想办法还款好吧我正在,我现在在正在想办法还款好吧我正在,4.4,同意今日还款,yes
4029,benrenshoucui,3.4,二次确认,可以可以五点钟以后五点钟以后大概三十六点钟吧六点钟再还一次了,可以五点钟以后五点钟以后大概三十六点钟吧六点钟再还一次了,4.4,同意今日还款,yes
4030,RESC,3.4,二次确认,哦我这就还啊我都没看,哦我这就还啊我都没看,4.4,同意今日还款,yes
4031,df,3.4,二次确认,我我知道我等等一会转了卡里面两千四百七万,我我知道我等等一会转了卡里面两千四百七万,4.4,同意今日还款,yes
4032,df,3.4,二次确认,可以马上换马上传上去忘记了不好意思啊,可以马上换马上传上去忘记了不好意思啊,4.4,同意今日还款,yes
4033,df,3.4,二次确认,去大的我等一下马上就去整到现在银行不上班,去大的我等一下马上就去整到现在银行不上班,4.4,同意今日还款,yes
4034,benrenshoucui,3.4,二次确认,哦知道知道我等一下就去把钱存在里面了,哦知道我等一下就去把钱存在里面了,4.4,同意今日还款,yes
4035,benrenshoucui,3.4,二次确认,哦好的好的我今天,哦好的我今天,4.4,同意今日还款,yes
4036,benrenshoucui,3.4,二次确认,嗯嗯好那个,嗯好那个,4.4,同意今日还款,yes
4037,df,3.4,二次确认,还在处理,还在处理,4.4,同意今日还款,yes
4038,benrenshoucui,3.4,二次确认,哦行行我马上那个,哦行行我马上那个,4.4,同意今日还款,yes
4039,df,3.4,二次确认,哦哦哦那我那我存进去啊不好意思一百这个意思,哦哦哦那我那我存进去啊不好意思一百这个意思,4.4,同意今日还款,yes
4040,RESC,3.4,二次确认,我再想办法,我再想办法,4.4,同意今日还款,yes
4041,benrenshoucui,3.4,二次确认,我说知道了我忘记了现在转,我说知道了我忘记了现在转,4.4,同意今日还款,yes
4042,benrenshoucui,3.4,二次确认,知道了好吧马上就姐就弄好,知道了好吧马上就姐就弄好,4.4,同意今日还款,yes
4043,df,3.4,二次确认,啊等一下我给您转过去好吧,啊等一下我给您转过去好吧,4.4,同意今日还款,yes
4044,benrenshoucui,3.4,二次确认,哦那我就存知道了忘了,哦那我就存知道了忘了,4.4,同意今日还款,yes
4045,benrenshoucui,3.4,二次确认,嗯嗯我旺旺旺支付回去,嗯我旺旺旺支付回去,4.4,同意今日还款,yes
4046,df,3.4,二次确认,其实他一下我就准备去银行存钱了,其实他一下我就准备去银行存钱了,4.4,同意今日还款,yes
4047,benrenshoucui,3.4,二次确认,今天晚今天晚上还进去没事吧,今天晚今天晚上还进去没事吧,4.4,同意今日还款,yes
4048,benrenshoucui,3.4,二次确认,恩好我心想我处理好吧,恩好我心想我处理好吧,4.4,同意今日还款,yes
4049,df,3.4,二次确认,啊知道就这两天费菲晚上,啊知道就这两天费菲晚上,4.4,同意今日还款,yes
4050,df,3.4,二次确认,哦知道知道到今天今天把它搞定到今天不是他们真的二十岁存进去扣的哎,哦知道到今天把它搞定到今天不是他们真的二十岁存进去扣的哎,4.4,同意今日还款,yes
4051,benrenshoucui,3.4,二次确认,哦一二就是然后明天我今天晚上然后就存上然后也明天可以应该可以吧,哦一二就是然后明天我今天晚上然后就存上然后也明天可以应该可以吧,4.4,同意今日还款,yes
4052,benrenshoucui,3.4,二次确认,哎我寄到我今天晚上去吗,哎我寄到我今天晚上去吗,4.4,同意今日还款,yes
4053,df,3.4,二次确认,嗯今天来了,嗯今天来了,4.4,同意今日还款,yes
4054,df,3.4,二次确认,快回来噢号好我等一下换,快回来噢号好我等一下换,4.4,同意今日还款,yes
4055,benrenshoucui,3.4,二次确认,哎呀我还忘掉了把这事情我下午转过去了没事那下午就是扣款就行了,哎呀我还忘掉了把这事情我下午转过去了没事那下午就是扣款就行了,4.4,同意今日还款,yes
4056,df,3.4,二次确认,哦我马上,哦我马上,4.4,同意今日还款,yes
4057,df,3.4,二次确认,哦我知道了我知道我等一下还,哦我知道了我知道我等一下还,4.4,同意今日还款,yes
4058,RESC,3.4,二次确认,行行行我我去换反正我知道你尽快啊,行行行我去换反正我知道你尽快啊,4.4,同意今日还款,yes
4059,benrenshoucui,3.4,二次确认,哦我知道了下午以后出去办,哦我知道了下午以后出去办,4.4,同意今日还款,yes
4060,df,3.4,二次确认,下班前解决,下班前解决,4.4,同意今日还款,yes
4061,benrenshoucui,3.4,二次确认,好我知道了好可以处理的,好我知道了好可以处理的,4.4,同意今日还款,yes
4062,benrenshoucui,3.4,二次确认,今天下午哎,今天下午哎,4.4,同意今日还款,yes
4063,df,3.4,二次确认,好的服务怎样马上还回去,好的服务怎样马上还回去,4.4,同意今日还款,yes
4064,df,3.4,二次确认,能能能晚上八九点钟吧,能能能晚上八九点钟吧,4.4,同意今日还款,yes
4065,benrenshoucui,3.4,二次确认,啊我知道尽管尽快嗯,啊我知道尽管尽快嗯,4.4,同意今日还款,yes
4066,df,3.4,二次确认,哦我知道那我会尽快处理这个事好不好,哦我知道那我会尽快处理这个事好不好,4.4,同意今日还款,yes
4067,benrenshoucui,3.4,二次确认,行了行了知道了你你打过电话来了,行了行了知道了你打过电话来了,4.4,同意今日还款,yes
4068,df,3.4,二次确认,我说我知道然后今天等于给我扣就行了,我说我知道然后今天等于给我扣就行了,4.4,同意今日还款,yes
4069,benrenshoucui,3.4,二次确认,哦行行马上给他还进去,哦行行马上给他还进去,4.4,同意今日还款,yes
4070,benrenshoucui,3.4,二次确认,好马上还,好马上还,4.4,同意今日还款,yes
4071,benrenshoucui,3.4,二次确认,额额马上马上还,额额马上还,4.4,同意今日还款,yes
4072,df,3.4,二次确认,嗯再见马上哈马上就还了,嗯再见马上哈马上就还了,4.4,同意今日还款,yes
4073,df,3.4,二次确认,哦不记得我马上我马上打到卡里面去,哦不记得我马上我马上打到卡里面去,4.4,同意今日还款,yes
4074,benrenshoucui,3.4,二次确认,我忘了对对对对对我晚上交完了,我忘了对我晚上交完了,4.4,同意今日还款,yes
4075,benrenshoucui,3.4,二次确认,哦行行行我马上看看嗯好好,哦行行行我马上看看嗯好好,4.4,同意今日还款,yes
4076,benrenshoucui,3.4,二次确认,啊今天晚上昨天你找你扣就行了因为晚上这块可以下午可以,啊今天晚上昨天你找你扣就行了因为晚上这块可以下午可以,4.4,同意今日还款,yes
4077,benrenshoucui,3.4,二次确认,我知道我今天晚上去办这个事情好不好,我知道我今天晚上去办这个事情好不好,4.4,同意今日还款,yes
4078,df,3.4,二次确认,我马上马上看一下,我马上看一下,4.4,同意今日还款,yes
4079,benrenshoucui,3.4,二次确认,啊今天下午就还,啊今天下午就还,4.4,同意今日还款,yes
4080,df,3.4,二次确认,我今天晚上就什么就打过去吧可能要明天明天二十四小时能到吧,我今天晚上就什么就打过去吧可能要明天二十四小时能到吧,4.4,同意今日还款,yes
4081,benrenshoucui,3.4,二次确认,哦我今天看到短信来看到短信今天我把这个钱存上好吧,哦我今天看到短信来看到短信今天我把这个钱存上好吧,4.4,同意今日还款,yes
4082,benrenshoucui,3.4,二次确认,可以可以您都可以还款可以,可以您都可以还款可以,4.4,同意今日还款,yes
4083,benrenshoucui,3.4,二次确认,啊我我我我就存,啊我就存,4.4,同意今日还款,yes
4084,df,3.4,二次确认,这都知道我就马上就弄,这都知道我就马上就弄,4.4,同意今日还款,yes
4085,df,3.4,二次确认,哦我知道了我知道我马上办我我马上还好不好,哦我知道了我知道我马上办我马上还好不好,4.4,同意今日还款,yes
4086,benrenshoucui,3.4,二次确认,哦知道那个我现在今天明天转换过来钱,哦知道那个我现在今天明天转换过来钱,4.4,同意今日还款,yes
4087,benrenshoucui,3.4,二次确认,好下午去,好下午去,4.4,同意今日还款,yes
4088,df,3.4,二次确认,哦知道了知道了啊好的好的我我我尽快尽快马上处理这件事情哦行行谢谢,哦知道了啊好的我尽快马上处理这件事情哦行行谢谢,4.4,同意今日还款,yes
4089,df,3.4,二次确认,哦我马上把它存进去马上把他肯定去啊,哦我马上把它存进去马上把他肯定去啊,4.4,同意今日还款,yes
4090,benrenshoucui,3.4,二次确认,哦知道我晚上就弄一下啊我晚上一定还款我我看,哦知道我晚上就弄一下啊我晚上一定还款我看,4.4,同意今日还款,yes
4091,benrenshoucui,3.4,二次确认,哦我忘记了我今天把钱存进去好吧,哦我忘记了我今天把钱存进去好吧,4.4,同意今日还款,yes
4092,benrenshoucui,3.4,二次确认,哎我现在马上完了昨天晚上返回去,哎我现在马上完了昨天晚上返回去,4.4,同意今日还款,yes
4093,df,3.4,二次确认,哦好的好的好的今天晚上我把钱打上去然后你们扣吧,哦好的今天晚上我把钱打上去然后你们扣吧,4.4,同意今日还款,yes
4094,df,3.4,二次确认,我我等一下给他发信息叫他把钱给我打到那张卡上就可以了,我等一下给他发信息叫他把钱给我打到那张卡上就可以了,4.4,同意今日还款,yes
4095,benrenshoucui,3.4,二次确认,那我成上不就完了吗,那我成上不就完了吗,4.4,同意今日还款,yes
4096,df,3.4,二次确认,哦知道我马上还进去,哦知道我马上还进去,4.4,同意今日还款,yes
4097,benrenshoucui,3.4,二次确认,今天可以还款的,今天可以还款的,4.4,同意今日还款,yes
4098,benrenshoucui,3.4,二次确认,到今天喽,到今天喽,4.4,同意今日还款,yes
4099,benrenshoucui,3.4,二次确认,二幺幺的这样整天我马上处理啊,二幺的这样整天我马上处理啊,4.4,同意今日还款,yes
4100,benrenshoucui,3.4,二次确认,可以的可以的我今天还款,可以的可以的我今天还款,4.4,同意今日还款,yes
4101,df,3.4,二次确认,可以一会儿我就转过去,可以一会儿我就转过去,4.4,同意今日还款,yes
4102,benrenshoucui,3.4,二次确认,嗯今天就是这两天,嗯今天就是这两天,4.4,同意今日还款,yes
4103,df,3.4,二次确认,昨天一下你想现在还好吧,昨天一下你想现在还好吧,4.4,同意今日还款,yes
4104,benrenshoucui,3.4,二次确认,对可以可以我到晚上可以吗我现在我现在在外外边呢,对可以我到晚上可以吗我现在我现在在外外边呢,4.4,同意今日还款,yes
4105,benrenshoucui,3.4,二次确认,恩我问一下处理一下啊,恩我问一下处理一下啊,4.4,同意今日还款,yes
4106,benrenshoucui,3.4,二次确认,呃我知道我我今天去弄,呃我知道我今天去弄,4.4,同意今日还款,yes
4107,benrenshoucui,3.4,二次确认,啊就今天晚上可可以登进去,啊就今天晚上可可以登进去,4.4,同意今日还款,yes
4108,df,3.4,二次确认,啊有我一会把它还了你你是那个扣费啊,啊有我一会把它还了你是那个扣费啊,4.4,同意今日还款,yes
4109,benrenshoucui,3.4,二次确认,哦晚上回去,哦晚上回去,4.4,同意今日还款,yes
4110,benrenshoucui,3.4,二次确认,今天没没到啊应该今天下午啊现在,今天没没到啊应该今天下午啊现在,4.4,同意今日还款,yes
4111,benrenshoucui,3.4,二次确认,我知道啊他说那个好像是那个嗯那个那个那个那个那个那个我那个卡不是有办个卡嘛好像是系统出问题今天扣应该没问题,我知道啊他说那个好像是那个嗯那个我那个卡不是有办个卡嘛好像是系统出问题今天扣应该没问题,4.4,同意今日还款,yes
4112,df,3.4,二次确认,马上弄啊啊好好,马上弄啊好好,4.4,同意今日还款,yes
4113,df,3.4,二次确认,哦知道你我马上充进去你们扣款就行了,哦知道你我马上充进去你们扣款就行了,4.4,同意今日还款,yes
4114,benrenshoucui,3.4,二次确认,今天可以啊,今天可以啊,4.4,同意今日还款,yes
4115,df,3.4,二次确认,哦哦等会儿我我现在没钱了我等会晚上去弄,哦等会儿我现在没钱了我等会晚上去弄,4.4,同意今日还款,yes
4116,df,3.4,二次确认,就今天吧我知道我本来应该昨天扣的,就今天吧我知道我本来应该昨天扣的,4.4,同意今日还款,yes
4117,df,3.4,二次确认,哦好的我下午了好不好,哦好的我下午了好不好,4.4,同意今日还款,yes
4118,benrenshoucui,3.4,二次确认,我知道我我知道我今天我点完我我,我知道我我知道我今天我点完我,4.4,同意今日还款,yes
4119,benrenshoucui,3.4,二次确认,啊好嘞一会一会打银行呀,啊好嘞一会打银行呀,4.4,同意今日还款,yes
4120,benrenshoucui,3.4,二次确认,啊知道知道这个下午就还进去了,啊知道这个下午就还进去了,4.4,同意今日还款,yes
4121,benrenshoucui,3.4,二次确认,不知道这个事我马上我转钱不就完事了吗,不知道这个事我马上我转钱不就完事了吗,4.4,同意今日还款,yes
4122,benrenshoucui,3.4,二次确认,啊小小我给你充弟子下午给你冲去,啊小小我给你充弟子下午给你冲去,4.4,同意今日还款,yes
4123,df,3.4,二次确认,哦我给他打去搞我觉得我还是我今天把那个打进去,哦我给他打去搞我觉得我还是我今天把那个打进去,4.4,同意今日还款,yes
4124,df,3.4,二次确认,啊我知道我知道了行我知道了好等一下我就打进去哈,啊我知道我知道了行我知道了好等一下我就打进去哈,4.4,同意今日还款,yes
4125,benrenshoucui,3.4,二次确认,这我知道啊,这我知道啊,4.4,同意今日还款,yes
4126,df,3.4,二次确认,哦哦哦好的好的好的好的马上他马上马上,哦哦哦好的马上他马上,4.4,同意今日还款,yes
4127,benrenshoucui,3.4,二次确认,我是吧,我是吧,4.4,同意今日还款,yes
4128,benrenshoucui,3.4,二次确认,那我忘记了我等下晚上反叛,那我忘记了我等下晚上反叛,4.4,同意今日还款,yes
4129,benrenshoucui,3.4,二次确认,啊知道晚上还,啊知道晚上还,4.4,同意今日还款,yes
4130,benrenshoucui,3.4,二次确认,哦哦那行行行我想看到我尽快弄上,哦那行行行我想看到我尽快弄上,4.4,同意今日还款,yes
4131,benrenshoucui,3.4,二次确认,啊知道知道我幺八点回去就呃呃充进去,啊知道我幺八点回去就呃充进去,4.4,同意今日还款,yes
4132,benrenshoucui,3.4,二次确认,啊今天了啊,啊今天了啊,4.4,同意今日还款,yes
4133,benrenshoucui,3.4,二次确认,好的好的我今天就,好的我今天就,4.4,同意今日还款,yes
4134,df,3.4,二次确认,一会就能,一会就能,4.4,同意今日还款,yes
4135,benrenshoucui,3.4,二次确认,现在存存进去行吗,现在存存进去行吗,4.4,同意今日还款,yes
4136,df,3.4,二次确认,哦知道啊喂你现在在那个账上扣一下这张扣一下,哦知道啊喂你现在在那个账上扣一下这张扣一下,4.4,同意今日还款,yes
4137,df,3.4,二次确认,啊我就是今天或者也无妨了啊,啊我就是今天或者也无妨了啊,4.4,同意今日还款,yes
4138,benrenshoucui,3.4,二次确认,哎哟喂我马上换,哎哟喂我马上换,4.4,同意今日还款,yes
4139,benrenshoucui,3.4,二次确认,今天能办,今天能办,4.4,同意今日还款,yes
4140,df,3.4,二次确认,现在知道现在我现在转过去,现在知道现在我现在转过去,4.4,同意今日还款,yes
4141,benrenshoucui,3.4,二次确认,啊对对对好的不好意思我现在还上,啊对好的不好意思我现在还上,4.4,同意今日还款,yes
4142,benrenshoucui,3.4,二次确认,行行好嘞,行行好嘞,4.4,同意今日还款,yes
4143,benrenshoucui,3.4,二次确认,今天能处理问题,今天能处理问题,4.4,同意今日还款,yes
4144,RESC,3.4,二次确认,嗯嗯我尽量我尽量我尽量,嗯我尽量我尽量我尽量,4.4,同意今日还款,yes
4145,benrenshoucui,3.4,二次确认,我知道我一会还了,我知道我一会还了,4.4,同意今日还款,yes
4146,df,3.4,二次确认,哦我知道我今天晚上,哦我知道我今天晚上,4.4,同意今日还款,yes
4147,benrenshoucui,3.4,二次确认,啊我给忘了不好意思我今天今天一会还好吧,啊我给忘了不好意思我今天一会还好吧,4.4,同意今日还款,yes
4148,benrenshoucui,3.4,二次确认,哦好的好的我现在就看好的好的谢谢啊,哦好的我现在就看好的好的谢谢啊,4.4,同意今日还款,yes
4149,benrenshoucui,3.4,二次确认,哦好吧可以可以可以可以嗯十二点钟之前还,哦好吧可以嗯十二点钟之前还,4.4,同意今日还款,yes
4150,benrenshoucui,3.4,二次确认,我今天今天,我今天,4.4,同意今日还款,yes
